<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<OPENINT>
Новатэк ао;W;20180409;000000;762;779.2;656.3;732.1;11992230;0
Новатэк ао;W;20180416;000000;723.9;755.1;709.1;738.6;4797630;0
Новатэк ао;W;20180423;000000;739.1;770.8;728.7;766.1;4561410;0
Новатэк ао;W;20180430;000000;769.8;774.6;740.5;765.7;2425220;0
Новатэк ао;W;20180507;000000;765.8;778.7;746;769.5;3304710;0
Новатэк ао;W;20180514;000000;767.3;779.5;766.5;772.8;3322130;0
Новатэк ао;W;20180521;000000;776.3;812.8;752.3;808.1;5241250;0
Новатэк ао;W;20180528;000000;805.5;845;795.6;838.4;6401590;0
Новатэк ао;W;20180604;000000;838.4;854.5;821.1;827.1;3719070;0
Новатэк ао;W;20180611;000000;827.6;835;796.4;804;3802200;0
Новатэк ао;W;20180618;000000;802;850;787.1;827.8;5078700;0
Новатэк ао;W;20180625;000000;831;865.2;823.5;852.8;3116690;0
Новатэк ао;W;20180702;000000;854.4;911.4;848.1;907.2;3668910;0
Новатэк ао;W;20180709;000000;907.2;923;881.5;897.2;4228510;0
Новатэк ао;W;20180716;000000;897;901.7;875;881.6;4305970;0
Новатэк ао;W;20180723;000000;881.8;920.9;865;920;4387890;0
Новатэк ао;W;20180730;000000;915;941.5;902.3;924.9;4311480;0
Новатэк ао;W;20180806;000000;929;943.8;908;939.5;5175340;0
Новатэк ао;W;20180813;000000;938.4;988.8;938.4;977;5266300;0
Новатэк ао;W;20180820;000000;979.5;1018.7;973.2;1013.1;4203240;0
Новатэк ао;W;20180827;000000;1017;1119.5;1017;1083;7092950;0
Новатэк ао;W;20180903;000000;1084.5;1189;1062.6;1150.9;8117650;0
Новатэк ао;W;20180910;000000;1163.2;1168.1;1073.1;1087.7;4959160;0
Новатэк ао;W;20180917;000000;1092.7;1155;1066.8;1113.5;9509840;0
Новатэк ао;W;20180924;000000;1112.9;1180.9;1084.3;1168.2;4886770;0
Новатэк ао;W;20181001;000000;1173.9;1215;1159;1183.3;3334350;0
Новатэк ао;W;20181008;000000;1180.5;1208;1119.3;1163;4711110;0
Новатэк ао;W;20181015;000000;1165.7;1176.7;1080.5;1083.6;3964610;0
Новатэк ао;W;20181022;000000;1083.6;1097;1013.8;1036.4;5014250;0
Новатэк ао;W;20181029;000000;1035;1107.7;1020.5;1080.4;5157720;0
Новатэк ао;W;20181105;000000;1095.4;1112;1051.1;1062.3;3583780;0
Новатэк ао;W;20181112;000000;1064.2;1134.3;1050.4;1124.6;4632590;0
Новатэк ао;W;20181119;000000;1125;1145.5;1108.2;1115.6;4197490;0
Новатэк ао;W;20181126;000000;1124.8;1186.5;1082;1127.2;5136850;0
Новатэк ао;W;20181203;000000;1153.7;1167;1112;1117.1;3248980;0
Новатэк ао;W;20181210;000000;1117;1133.9;1087.6;1123.8;3485910;0
Новатэк ао;W;20181217;000000;1120.2;1134.9;1099.1;1121.1;3530970;0
Новатэк ао;W;20181224;000000;1121.1;1133.3;1065;1132;1798170;0
Новатэк ао;W;20181231;000000;1129.8;1140.8;1111;1138.8;834480;0
Новатэк ао;W;20190107;000000;1138.9;1138.9;1114.1;1129.4;1897210;0
Новатэк ао;W;20190114;000000;1128.5;1146.5;1118.7;1130;2575910;0
Новатэк ао;W;20190121;000000;1132;1137.7;1082.1;1115;2629780;0
Новатэк ао;W;20190128;000000;1115.1;1157.7;1112.1;1125.2;2610780;0
Новатэк ао;W;20190204;000000;1126;1149.4;1117.6;1127.6;2168880;0
Новатэк ао;W;20190211;000000;1129;1134.6;1065;1087.4;4191860;0
Новатэк ао;W;20190218;000000;1091.2;1138.8;1055;1129;4155800;0
Новатэк ао;W;20190225;000000;1132.6;1133.6;1072.6;1076.2;2441570;0
Новатэк ао;W;20190304;000000;1079.6;1094.6;1068.6;1074.6;1843270;0
Новатэк ао;W;20190311;000000;1073.6;1094.8;1054.2;1057.6;3806080;0
Новатэк ао;W;20190318;000000;1062;1090;1047.4;1084.8;4552150;0
Новатэк ао;W;20190325;000000;1085.2;1091.4;1055;1078.2;2630990;0
Новатэк ао;W;20190401;000000;1076.6;1078.8;1056;1065.8;1825460;0
Новатэк ао;W;20190408;000000;1065.6;1098.6;1061.4;1097;2676350;0
Новатэк ао;W;20190415;000000;1099.8;1123.8;1077.8;1116.4;2115650;0
Новатэк ао;W;20190422;000000;1118.2;1219.6;1118.2;1218.4;4491540;0
Новатэк ао;W;20190429;000000;1219;1231.8;1187.4;1199.8;3535930;0
Новатэк ао;W;20190506;000000;1195;1219.4;1185.8;1200;3092950;0
Новатэк ао;W;20190513;000000;1197.2;1220;1174.4;1198.6;4425940;0
Новатэк ао;W;20190520;000000;1198;1308.4;1194;1291.4;6457230;0
Новатэк ао;W;20190527;000000;1291.4;1332.4;1276.4;1323;3804700;0
Новатэк ао;W;20190603;000000;1323;1357.8;1271;1295.2;3786010;0
Новатэк ао;W;20190610;000000;1299;1336;1292.4;1305.4;2207300;0
Новатэк ао;W;20190617;000000;1305;1321;1274.2;1320;5750300;0
Новатэк ао;W;20190624;000000;1314.4;1353;1285.8;1337.4;3362060;0
Новатэк ао;W;20190701;000000;1345;1382.2;1286.6;1308.4;4223230;0
Новатэк ао;W;20190708;000000;1309.8;1330;1284.2;1288.8;2615350;0
Новатэк ао;W;20190715;000000;1299.6;1311;1271;1292.2;1962840;0
Новатэк ао;W;20190722;000000;1292.8;1338.8;1287.2;1336.8;2975380;0
Новатэк ао;W;20190729;000000;1330.2;1342;1282.8;1294;2155320;0
Новатэк ао;W;20190805;000000;1287.6;1329.2;1275.6;1288.6;2406900;0
Новатэк ао;W;20190812;000000;1287.2;1299;1226.4;1250;3662090;0
Новатэк ао;W;20190819;000000;1257;1292.2;1245.4;1272.6;3410980;0
Новатэк ао;W;20190826;000000;1263;1303;1239.6;1288;3554780;0
Новатэк ао;W;20190902;000000;1296;1335;1201.2;1312;3273904;0
Новатэк ао;W;20190909;000000;1311;1326.8;1257.2;1269;2791802;0
Новатэк ао;W;20190916;000000;1271.4;1337.4;1271.4;1337.4;3595077;0
Новатэк ао;W;20190923;000000;1330;1375.8;1318;1339.6;3043657;0
Новатэк ао;W;20190930;000000;1345.8;1345.8;1286.4;1291.6;2526438;0
Новатэк ао;W;20191007;000000;1292;1348.4;1286.4;1334.2;1917464;0
Новатэк ао;W;20191014;000000;1328;1363.4;1316.4;1336.8;2038493;0
Новатэк ао;W;20191021;000000;1335.2;1359.8;1313.4;1343;2459305;0
Новатэк ао;W;20191028;000000;1343;1372.8;1335;1364;3099758;0
Новатэк ао;W;20191104;000000;1367;1382;1351;1363;2367007;0
Новатэк ао;W;20191111;000000;1360;1368.8;1315.8;1334.4;2762514;0
Новатэк ао;W;20191118;000000;1335;1342.6;1295.2;1309.4;2770520;0
Новатэк ао;W;20191125;000000;1309.8;1315.2;1252.6;1267.6;3827488;0
Новатэк ао;W;20191202;000000;1269.8;1276.4;1236.2;1255;3334322;0
Новатэк ао;W;20191209;000000;1267.2;1268;1245;1259.6;3525042;0
Новатэк ао;W;20191216;000000;1261.8;1302.8;1252.2;1292.4;3870763;0
Новатэк ао;W;20191223;000000;1288.4;1292.6;1251.2;1268.8;1875779;0
Новатэк ао;W;20191230;000000;1269.4;1271;1260.2;1264;676110;0
Новатэк ао;W;20200106;000000;1268;1345;1256.8;1306.8;2889208;0
Новатэк ао;W;20200113;000000;1314.6;1317.4;1251.8;1255.4;5466694;0
Новатэк ао;W;20200120;000000;1255.8;1267;1185.2;1202;6628654;0
Новатэк ао;W;20200127;000000;1195;1207.4;1154.2;1155.6;6836046;0
Новатэк ао;W;20200203;000000;1146;1170.4;1059;1072;9314240;0
Новатэк ао;W;20200210;000000;1076.8;1087.2;1037.4;1051.4;10398314;0
Новатэк ао;W;20200217;000000;1059.8;1138.6;1051.4;1094.2;15883504;0
Новатэк ао;W;20200224;000000;1056.4;1082.8;906.2;964.8;14845245;0
Новатэк ао;W;20200302;000000;984;1021.8;901;964.8;13512036;0
Новатэк ао;W;20200309;000000;868.4;980.8;788.8;806;18922550;0
Новатэк ао;W;20200316;000000;808;900;682.8;781.8;23779218;0
Новатэк ао;W;20200323;000000;753.2;935;730;869.6;18063445;0
Новатэк ао;W;20200330;000000;859.8;1010;826.2;987;15402479;0
Новатэк ао;W;20200406;000000;999;1092.6;988;1062.6;11473779;0
Новатэк ао;W;20200413;000000;1063;1068.2;931.8;957.8;12071818;0
Новатэк ао;W;20200420;000000;952.2;994.6;930.4;973.2;9285781;0
Новатэк ао;W;20200427;000000;970.2;1055.8;970.2;1037.2;6897299;0
Новатэк ао;W;20200504;000000;1024;1080;1000.4;1032;11796101;0
Новатэк ао;W;20200511;000000;1026.4;1034;991.2;1008.2;5284581;0
Новатэк ао;W;20200518;000000;1018.2;1147.8;1008;1078.4;13069992;0
Новатэк ао;W;20200525;000000;1086.8;1123.2;1025;1029.6;9008217;0
Новатэк ао;W;20200601;000000;1050;1101.2;1018;1086.4;9382308;0
Новатэк ао;W;20200608;000000;1095.8;1095.8;1050;1068.4;5692921;0
Новатэк ао;W;20200615;000000;1057.8;1087;1036.4;1079;7322831;0
Новатэк ао;W;20200622;000000;1073.6;1090;1042;1045;4105134;0
Новатэк ао;W;20200629;000000;1045;1052.6;1010.8;1048.6;4458621;0
Новатэк ао;W;20200706;000000;1052;1067.8;1020;1039;5487538;0
Новатэк ао;W;20200713;000000;1044.4;1093.2;1032;1086.8;4826964;0
Новатэк ао;W;20200720;000000;1084;1110;1075.2;1093;4287433;0
Новатэк ао;W;20200727;000000;1100;1100;1066.2;1089.4;4502810;0
Новатэк ао;W;20200803;000000;1088.4;1115;1056;1104.8;6688183;0
Новатэк ао;W;20200810;000000;1106;1181.6;1101.6;1180.2;5913077;0
Новатэк ао;W;20200817;000000;1180.6;1189.8;1115;1120.6;5326570;0
Новатэк ао;W;20200824;000000;1126;1148.6;1090.2;1096.4;4945592;0
Новатэк ао;W;20200831;000000;1098.8;1133;1090.4;1130.4;5642969;0
Новатэк ао;W;20200907;000000;1127.6;1132.4;1070.2;1077.8;4788411;0
Новатэк ао;W;20200914;000000;1084.4;1130.2;1083.6;1122;5772555;0
Новатэк ао;W;20200921;000000;1122.8;1122.8;1043.6;1081.4;7523742;0
Новатэк ао;W;20200928;000000;1082.4;1104.2;1042.4;1060.4;4903179;0
Новатэк ао;W;20201005;000000;1066;1117;1049.6;1090.8;5693940;0
Новатэк ао;W;20201012;000000;1096.6;1105;1054.6;1069.6;2973334;0
Новатэк ао;W;20201019;000000;1069.6;1078.6;1028.8;1058.6;4658504;0
Новатэк ао;W;20201026;000000;1054;1063;948.8;951.4;7127781;0
Новатэк ао;W;20201102;000000;952.4;1095.4;937.6;1094.4;8288018;0
Новатэк ао;W;20201109;000000;1099.8;1241.4;1095.4;1240.8;12993611;0
Новатэк ао;W;20201116;000000;1239;1275.4;1222.2;1264;6810359;0
Новатэк ао;W;20201123;000000;1263;1277.8;1235.8;1244.2;5007047;0
Новатэк ао;W;20201130;000000;1238;1240;1179.6;1224.2;5920880;0
Новатэк ао;W;20201207;000000;1215.6;1245;1160;1224.2;6651487;0
Новатэк ао;W;20201214;000000;1227;1265.8;1173;1236.8;10126044;0
Новатэк ао;W;20201221;000000;1226.4;1232.8;1194;1225;5668620;0
Новатэк ао;W;20201228;000000;1223.4;1272;1222;1261.4;7110454;0
Новатэк ао;W;20210104;000000;1258.8;1380;1210.2;1379.2;7520225;0
Новатэк ао;W;20210111;000000;1375.2;1459;1361;1375.8;9235814;0
Новатэк ао;W;20210118;000000;1374;1412.8;1323.6;1359.2;6796691;0
Новатэк ао;W;20210125;000000;1364.8;1388;1263.4;1266.8;7163726;0
Новатэк ао;W;20210201;000000;1280;1381;1260;1378.2;7497791;0
Новатэк ао;W;20210208;000000;1381;1413.6;1309;1370;7301798;0
Новатэк ао;W;20210215;000000;1385;1425;1317.4;1363;9260186;0
Новатэк ао;W;20210222;000000;1363;1368.2;1268;1276;6872617;0
Новатэк ао;W;20210301;000000;1291;1407.8;1280.2;1395;9270063;0
Новатэк ао;W;20210308;000000;1404;1535.2;1398.2;1532;7901802;0
Новатэк ао;W;20210315;000000;1530.2;1563;1410.6;1427.8;12196607;0
Новатэк ао;W;20210322;000000;1425.4;1526;1417;1518.6;7603332;0
Новатэк ао;W;20210329;000000;1506.8;1528.6;1466.8;1484.6;5195788;0
Новатэк ао;W;20210405;000000;1480;1480.2;1413.6;1429.4;5669530;0
Новатэк ао;W;20210412;000000;1427.2;1479;1408;1457.4;5225109;0
Новатэк ао;W;20210419;000000;1469.8;1472;1410.2;1427.2;5400840;0
Новатэк ао;W;20210426;000000;1428.6;1433;1353.2;1358;6999735;0
Новатэк ао;W;20210503;000000;1363;1428.8;1363;1419.6;6051958;0
Новатэк ао;W;20210510;000000;1420.8;1423.6;1361.6;1373.2;5352569;0
Новатэк ао;W;20210517;000000;1378;1425.8;1357.2;1403.6;7500387;0
Новатэк ао;W;20210524;000000;1408;1472;1394;1456;5968323;0
Новатэк ао;W;20210531;000000;1456;1586.6;1446;1576.8;7786535;0
Новатэк ао;W;20210607;000000;1574.8;1621.4;1543;1550.6;6259542;0
Новатэк ао;W;20210614;000000;1551;1604.8;1525.4;1555.4;7258610;0
Новатэк ао;W;20210621;000000;1556.4;1578.6;1482.2;1552;5591645;0
Новатэк ао;W;20210628;000000;1550;1680;1510.6;1657;8764772;0
Новатэк ао;W;20210705;000000;1659.6;1709.6;1607;1612.4;6209848;0
Новатэк ао;W;20210712;000000;1610.6;1631.8;1534.6;1537;5093528;0
Новатэк ао;W;20210719;000000;1534.8;1573.8;1497.6;1536.8;6066169;0
Новатэк ао;W;20210726;000000;1534.4;1645.2;1524;1633.8;5990571;0
Новатэк ао;W;20210802;000000;1639.8;1704.8;1610;1667.6;6411035;0
Новатэк ао;W;20210809;000000;1660;1747.8;1655.6;1729.8;5416767;0
Новатэк ао;W;20210816;000000;1722.8;1815.4;1705.6;1733;8765840;0
Новатэк ао;W;20210823;000000;1745;1759.8;1675.8;1723.8;6143488;0
Новатэк ао;W;20210830;000000;1725;1865;1715.2;1840.4;8736970;0
Новатэк ао;W;20210906;000000;1836.4;1964;1836.4;1913;8975440;0
Новатэк ао;W;20210913;000000;1918.8;2025.8;1843.4;1850;12345689;0
Новатэк ао;W;20210920;000000;1840;1940.6;1791.6;1884.6;14745414;0
Новатэк ао;W;20210927;000000;1930;1941.2;1826.6;1931.8;13738796;0
Новатэк ао;W;20211004;000000;1934.6;2003.8;1885.2;1906.4;10848406;0
Новатэк ао;W;20211011;000000;1908.4;1928.4;1837;1905.6;6486379;0
Новатэк ао;W;20211018;000000;1901;1906.6;1827;1836.6;6160509;0
Новатэк ао;W;20211025;000000;1848;1863.6;1771;1804.8;7288755;0
Новатэк ао;W;20211101;000000;1798.4;1855.6;1776.6;1781.8;3569959;0
Новатэк ао;W;20211108;000000;1794.8;1814.6;1741.2;1780.2;6226730;0
Новатэк ао;W;20211115;000000;1775.6;1800;1616;1624;11877911;0
Новатэк ао;W;20211122;000000;1627.8;1696.6;1530.8;1611.2;17494139;0
Новатэк ао;W;20211129;000000;1633.4;1757.6;1602.4;1715;11154851;0
Новатэк ао;W;20211206;000000;1715;1744.4;1636.6;1676.6;7431074;0
Новатэк ао;W;20211213;000000;1685.4;1696.4;1471.2;1666.2;9884426;0
Новатэк ао;W;20211220;000000;1640.6;1735.8;1618;1652.6;6932425;0
Новатэк ао;W;20211227;000000;1657.4;1743.6;1650.4;1719.4;4696954;0
Новатэк ао;W;20220103;000000;1720;1800.8;1692.6;1749;4393443;0
Новатэк ао;W;20220110;000000;1771;1834.6;1687.2;1726;10803991;0
Новатэк ао;W;20220117;000000;1730;1745;1514.2;1592.8;15649696;0
Новатэк ао;W;20220124;000000;1596.2;1645;1462;1591.4;15420323;0
Новатэк ао;W;20220131;000000;1605;1670;1567.4;1628.4;8182746;0
Новатэк ао;W;20220207;000000;1628.4;1678.8;1535.2;1556.6;6790022;0
Новатэк ао;W;20220214;000000;1552.6;1656.4;1479.4;1492.8;13609091;0
Новатэк ао;W;20220221;000000;1492.8;1544;654;1134;24954950;0
Новатэк ао;W;20220321;000000;1130;1449;1130;1400;2338930;0
Новатэк ао;W;20220328;000000;1410;1509.8;1314.2;1390;3299753;0
Новатэк ао;W;20220404;000000;1390;1408;1175;1200.6;3170003;0
Новатэк ао;W;20220411;000000;1197.2;1198;985.6;1056;3146690;0
Новатэк ао;W;20220418;000000;1065;1112.4;956;970.2;5606450;0
Новатэк ао;W;20220425;000000;975;1144;944;1076;5910378;0
Новатэк ао;W;20220502;000000;1037;1054.8;985;989;2144163;0
Новатэк ао;W;20220509;000000;990;1009.6;944;971;1547223;0
Новатэк ао;W;20220516;000000;970.8;1029;968.8;990.8;2107088;0
Новатэк ао;W;20220523;000000;989;994;928.6;960.2;2329339;0
Новатэк ао;W;20220530;000000;965;969.8;811;817;4358625;0
Новатэк ао;W;20220606;000000;825;846;761.2;798;8004457;0
Новатэк ао;W;20220613;000000;797;897.4;791;875.8;5557252;0
Новатэк ао;W;20220620;000000;885;1047;880.4;1003;16699494;0
Новатэк ао;W;20220627;000000;1005.8;1076;970.2;1060.2;7484070;0
Новатэк ао;W;20220704;000000;1060.6;1096;963;993;7749425;0
Новатэк ао;W;20220711;000000;994.8;997.8;905.2;953;6103685;0
Новатэк ао;W;20220718;000000;959.6;964.2;902;944;3398413;0
Новатэк ао;W;20220725;000000;947;1061.8;928;1052;8604902;0
Новатэк ао;W;20220801;000000;1055.2;1056.8;961.6;975;4811355;0
Новатэк ао;W;20220808;000000;986;1048;986;1036;4714374;0
Новатэк ао;W;20220815;000000;1034.8;1129;1028.4;1085;6569341;0
Новатэк ао;W;20220822;000000;1087;1176.2;1076.4;1156.2;7605320;0
Новатэк ао;W;20220829;000000;1156.2;1175;1115.4;1148.8;7017394;0
Новатэк ао;W;20220905;000000;1158;1216.8;1140.8;1160;9038197;0
Новатэк ао;W;20220912;000000;1157.2;1198;1155;1180;4729834;0
Новатэк ао;W;20220919;000000;1174.8;1186.6;900;950.8;13085870;0
Новатэк ао;W;20220926;000000;935;998;821.6;969;11805186;0
Новатэк ао;W;20221003;000000;978;1025;902;906.4;6424354;0
Новатэк ао;W;20221010;000000;855;990;855;974;5079967;0
Новатэк ао;W;20221017;000000;980;1022;967.4;1007.6;5179342;0
Новатэк ао;W;20221024;000000;1014.8;1110;995.2;1106.2;5724986;0
Новатэк ао;W;20221031;000000;1111;1133.6;1081.8;1108;3574146;0
Новатэк ао;W;20221107;000000;1115.2;1147;1086.4;1113;4518569;0
Новатэк ао;W;20221114;000000;1116.8;1128.6;1052.4;1092.2;3775590;0
Новатэк ао;W;20221121;000000;1089.8;1099;1058;1065.4;3092862;0
Новатэк ао;W;20221128;000000;1058;1065;1028;1046;4723601;0
Новатэк ао;W;20221205;000000;1048.6;1060;1026.8;1042.6;3517221;0
Новатэк ао;W;20221212;000000;1044.8;1044.8;1003.2;1016;3262094;0
Новатэк ао;W;20221219;000000;1017.2;1074.8;1000;1048;5104763;0
Новатэк ао;W;20221226;000000;1056.2;1080;1045.2;1078.4;3197187;0
Новатэк ао;W;20230102;000000;1072;1078.6;1038.6;1052.6;1148289;0
Новатэк ао;W;20230109;000000;1054.4;1059.6;1030.6;1042;2737287;0
Новатэк ао;W;20230116;000000;1044;1054;1008;1027.6;3654854;0
Новатэк ао;W;20230123;000000;1029.8;1031;1009;1022.6;3068435;0
Новатэк ао;W;20230130;000000;1024.6;1034.8;1019;1030.2;2646195;0
Новатэк ао;W;20230206;000000;1032;1116.4;1030.2;1083.6;9010631;0
Новатэк ао;W;20230213;000000;1084;1093;1012.8;1031.4;4934352;0
Новатэк ао;W;20230220;000000;1032;1054.6;1015.8;1042.6;2854941;0
Новатэк ао;W;20230227;000000;1042.6;1078;1040;1072.2;5257786;0
Новатэк ао;W;20230306;000000;1080;1084.2;1058.2;1064;3554902;0
Новатэк ао;W;20230313;000000;1066.8;1088.8;1038.2;1074.6;7922772;0
Новатэк ао;W;20230320;000000;1081.2;1166;1062;1141.8;10282505;0
Новатэк ао;W;20230327;000000;1148;1176.4;1135.8;1155.2;4678189;0
Новатэк ао;W;20230403;000000;1165.6;1228.4;1152;1228.2;7419817;0
Новатэк ао;W;20230410;000000;1231.8;1296.4;1205;1296;7842462;0
Новатэк ао;W;20230417;000000;1301.2;1329;1286.4;1321.4;6244187;0
Новатэк ао;W;20230424;000000;1325.6;1349.4;1298;1340.8;5434759;0
Новатэк ао;W;20230501;000000;1289;1296.8;1218;1222;5335990;0
Новатэк ао;W;20230508;000000;1222;1290;1212;1270.4;3405126;0
Новатэк ао;W;20230515;000000;1273;1307.4;1258.4;1263.6;3029648;0
Новатэк ао;W;20230522;000000;1265;1319.8;1259.2;1305.4;3547301;0
Новатэк ао;W;20230529;000000;1312;1349.4;1265;1340.4;5184563;0
Новатэк ао;W;20230605;000000;1349;1380;1275.2;1355.6;6791808;0
Новатэк ао;W;20230612;000000;1361;1396;1355;1378.8;3923022;0
Новатэк ао;W;20230619;000000;1379.8;1385;1311.8;1317;4976193;0
Новатэк ао;W;20230626;000000;1332;1347.2;1300;1335;3439814;0
Новатэк ао;W;20230703;000000;1338.6;1398;1307.4;1396.4;4858131;0
Новатэк ао;W;20230710;000000;1403;1450;1394.8;1440;5080654;0
Новатэк ао;W;20230717;000000;1436;1499;1430.2;1481;5403279;0
Новатэк ао;W;20230724;000000;1485;1512;1465.4;1500.2;5002938;0
Новатэк ао;W;20230731;000000;1504.2;1621;1501;1577;6239043;0
Новатэк ао;W;20230807;000000;1587;1659;1560;1658.6;5747619;0
Новатэк ао;W;20230814;000000;1675.6;1699;1570.4;1644.2;6706379;0
Новатэк ао;W;20230821;000000;1662;1691.8;1624.2;1676.2;5689038;0
Новатэк ао;W;20230828;000000;1676.2;1699.8;1665.2;1682.8;1728833;0
Сургнфгз;W;20100111;000000;27.607;28.451;27.17;27.487;100697100;0
Сургнфгз;W;20100118;000000;27.151;28.286;26.33;26.604;109839200;0
Сургнфгз;W;20100125;000000;26.212;26.828;25.202;25.655;141048200;0
Сургнфгз;W;20100201;000000;25.326;26.27;24.481;24.7;152262900;0
Сургнфгз;W;20100208;000000;24.8;24.995;23.399;23.901;140367000;0
Сургнфгз;W;20100215;000000;23.901;25.279;23.875;25.009;137205200;0
Сургнфгз;W;20100222;000000;24.846;25.098;24.051;24.4;75379900;0
Сургнфгз;W;20100301;000000;24.46;26.3;24.46;26.203;128726100;0
Сургнфгз;W;20100308;000000;26.057;26.4;25.402;25.82;93955100;0
Сургнфгз;W;20100315;000000;25.602;28;25.473;27.97;239975600;0
Сургнфгз;W;20100322;000000;27.902;28.372;27.171;28.129;181493300;0
Сургнфгз;W;20100329;000000;28.045;29.788;27.91;29.025;163100800;0
Сургнфгз;W;20100405;000000;29.2;29.76;28.55;29.101;117814200;0
Сургнфгз;W;20100412;000000;29.21;29.583;28.737;28.95;99072000;0
Сургнфгз;W;20100419;000000;28.5;29.497;28.271;29.145;114691800;0
Сургнфгз;W;20100426;000000;29.353;33.777;28.05;29;103936600;0
Сургнфгз;W;20100503;000000;29.001;29.35;27.652;27.711;133557400;0
Сургнфгз;W;20100510;000000;28.002;29.7;28.002;28.599;120466500;0
Сургнфгз;W;20100517;000000;27.753;28.97;25.26;26.062;145306900;0
Сургнфгз;W;20100524;000000;26.487;28;24.613;27.399;161402600;0
Сургнфгз;W;20100531;000000;27.17;29.355;26.901;27.612;148045100;0
Сургнфгз;W;20100607;000000;27;29.47;26.627;29.203;164744000;0
Сургнфгз;W;20100614;000000;29.017;29.6;28.16;28.675;112950300;0
Сургнфгз;W;20100621;000000;29;29.599;28.521;28.6;105279700;0
Сургнфгз;W;20100628;000000;28.751;29.215;26.511;27.341;122251900;0
Сургнфгз;W;20100705;000000;27.218;29;27.051;27.677;90740100;0
Сургнфгз;W;20100712;000000;27.68;28.699;27.5;27.646;101044500;0
Сургнфгз;W;20100719;000000;27.494;29.962;27.406;29.856;99970200;0
Сургнфгз;W;20100726;000000;29.905;31.288;29.75;30.792;124178700;0
Сургнфгз;W;20100802;000000;31;31.449;30;30.211;89141000;0
Сургнфгз;W;20100809;000000;30.447;30.77;28.551;28.701;88273900;0
Сургнфгз;W;20100816;000000;28.7;28.82;27.245;27.54;87272800;0
Сургнфгз;W;20100823;000000;27.54;28.372;27.11;28.338;87283400;0
Сургнфгз;W;20100830;000000;28.613;30.609;27.921;30.31;97274700;0
Сургнфгз;W;20100906;000000;30.4;31.207;29.88;30.709;71017400;0
Сургнфгз;W;20100913;000000;31;31.044;29.4;29.48;97630000;0
Сургнфгз;W;20100920;000000;29.59;29.971;28.207;28.51;71972500;0
Сургнфгз;W;20100927;000000;28.8;29.679;28.483;29.449;95946900;0
Сургнфгз;W;20101004;000000;29.504;30.219;29.227;30.043;92690900;0
Сургнфгз;W;20101011;000000;30.256;30.756;29.757;30.087;76049400;0
Сургнфгз;W;20101018;000000;30.044;30.409;29.515;29.851;71501600;0
Сургнфгз;W;20101025;000000;30.425;30.425;29.708;30.27;79950300;0
Сургнфгз;W;20101101;000000;30.3;30.91;30.15;30.427;38830600;0
Сургнфгз;W;20101108;000000;30.87;30.97;29.372;29.667;87870900;0
Сургнфгз;W;20101115;000000;29.689;30.061;29.428;29.851;102782400;0
Сургнфгз;W;20101122;000000;29.9;30.11;28.795;29.729;82092100;0
Сургнфгз;W;20101129;000000;29.835;30.728;29.55;30.531;122816000;0
Сургнфгз;W;20101206;000000;30.534;31.444;29.807;30.126;132091400;0
Сургнфгз;W;20101213;000000;30.245;30.95;30.124;30.54;95681800;0
Сургнфгз;W;20101220;000000;30.4;31.195;30.372;30.95;47839600;0
Сургнфгз;W;20101227;000000;30.9;32.5;30.52;32.25;35155900;0
Сургнфгз;W;20110110;000000;32.7;36.175;32.363;35.289;191711800;0
Сургнфгз;W;20110117;000000;35.289;35.711;33.612;34.459;113006900;0
Сургнфгз;W;20110124;000000;34.565;34.565;33.02;33.699;115104200;0
Сургнфгз;W;20110131;000000;33.475;33.97;32.611;33.399;154366500;0
Сургнфгз;W;20110207;000000;33.715;33.715;31.14;31.804;107541700;0
Сургнфгз;W;20110214;000000;32;32.113;31.367;31.389;71743500;0
Сургнфгз;W;20110221;000000;31.45;33.241;31.184;33.077;122095000;0
Сургнфгз;W;20110228;000000;33.135;33.533;32.701;33.215;152484500;0
Сургнфгз;W;20110307;000000;33.511;33.511;32.037;32.467;79229800;0
Сургнфгз;W;20110314;000000;32.301;32.5;29.185;29.375;247439600;0
Сургнфгз;W;20110321;000000;29.6;30.72;29.211;30.39;210569300;0
Сургнфгз;W;20110328;000000;30.395;31.289;29.653;31.155;144960500;0
Сургнфгз;W;20110404;000000;31.207;32.214;31.052;31.525;149625800;0
Сургнфгз;W;20110411;000000;31.6;31.606;29.333;29.424;148435700;0
Сургнфгз;W;20110418;000000;29.4;30.297;28;29.72;124615600;0
Сургнфгз;W;20110425;000000;29.8;30.21;28.48;28.7;98196900;0
Сургнфгз;W;20110502;000000;28.8;28.91;27.077;27.8;107490600;0
Сургнфгз;W;20110509;000000;27.6;28.236;26.626;26.699;129799900;0
Сургнфгз;W;20110516;000000;26.254;27.12;25.752;26.569;123161000;0
Сургнфгз;W;20110523;000000;26;27.07;25.85;26.601;134671800;0
Сургнфгз;W;20110530;000000;26.511;27.94;26.315;26.55;168039600;0
Сургнфгз;W;20110606;000000;26.225;27.519;26.225;27.24;144208500;0
Сургнфгз;W;20110613;000000;27.322;27.838;26.819;27.777;144406500;0
Сургнфгз;W;20110620;000000;27.777;27.791;26.74;27.439;115366400;0
