<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<OPENINT>
Система ао;W;20100111;000000;25.495;29.1;25.098;28.48;10626600;0
Система ао;W;20100118;000000;28.4;28.948;25.811;26.5;6685000;0
Система ао;W;20100125;000000;26.173;27.68;25.001;27.2;7227400;0
Система ао;W;20100201;000000;27.06;27.49;24.252;24.942;5775100;0
Система ао;W;20100208;000000;25.181;26.46;24.25;25.2;5375400;0
Система ао;W;20100215;000000;25.67;27.512;25.1;26.257;2791800;0
Система ао;W;20100222;000000;26.4;27.28;25.704;26.95;825900;0
Система ао;W;20100301;000000;27.047;27.99;26.751;27.899;1830900;0
Система ао;W;20100308;000000;28;28.351;27.015;28.037;2481500;0
Система ао;W;20100315;000000;27.86;28.989;27.79;28.3;6557100;0
Система ао;W;20100322;000000;28.399;31.1;27.357;30.4;11011600;0
Система ао;W;20100329;000000;30.6;31.27;29.777;30.297;4371800;0
Система ао;W;20100405;000000;30.151;30.556;29.681;30.44;3612900;0
Система ао;W;20100412;000000;30.658;35.86;30.1;31;6718200;0
Система ао;W;20100419;000000;30.347;32.348;29;30.63;8972300;0
Система ао;W;20100426;000000;30.995;31.989;29.5;30.23;7337300;0
Система ао;W;20100503;000000;30.25;30.5;25.7;25.76;4732300;0
Система ао;W;20100510;000000;28;29.4;26.9;27.33;6442400;0
Система ао;W;20100517;000000;26.75;27.777;24.603;25.9;5397300;0
Система ао;W;20100524;000000;26.5;28.002;24.675;27.894;3658000;0
Система ао;W;20100531;000000;27.997;28.99;26.62;27.105;2179100;0
Система ао;W;20100607;000000;26.45;27.687;26.01;27.03;1605900;0
Система ао;W;20100614;000000;27.5;28.929;27.372;28.2;2028500;0
Система ао;W;20100621;000000;28.503;29.17;27;27.415;2620800;0
Система ао;W;20100628;000000;27.689;27.839;25.189;26.588;2526500;0
Система ао;W;20100705;000000;26.5;27.1;25.722;26.797;1992300;0
Система ао;W;20100712;000000;26.49;28.502;26.147;27.001;1879300;0
Система ао;W;20100719;000000;26.8;27.1;26;26.04;2919600;0
Система ао;W;20100726;000000;26.168;27.45;25.687;26.178;3657400;0
Система ао;W;20100802;000000;26.379;28.12;26.151;27.7;7706000;0
Система ао;W;20100809;000000;27.949;28;26.649;26.869;2349900;0
Система ао;W;20100816;000000;27.003;27.49;26.403;26.55;1803000;0
Система ао;W;20100823;000000;26.6;26.75;25.572;25.69;3045200;0
Система ао;W;20100830;000000;25.999;26.9;25.8;26.5;4693900;0
Система ао;W;20100906;000000;26.893;27.2;26.2;26.639;4368200;0
Система ао;W;20100913;000000;26.913;27.298;26.018;26.5;3331700;0
Система ао;W;20100920;000000;26.785;27.29;26.1;26.569;1877700;0
Система ао;W;20100927;000000;26.9;27.958;26.4;27.4;8588200;0
Система ао;W;20101004;000000;27.828;27.828;26.511;27.15;3129300;0
Система ао;W;20101011;000000;27.525;27.525;26.013;26.6;3310400;0
Система ао;W;20101018;000000;26.41;27.175;26.202;26.641;4367600;0
Система ао;W;20101025;000000;26.92;27.546;26.504;27.191;3116000;0
Система ао;W;20101101;000000;27.288;27.59;27.07;27.2;2264100;0
Система ао;W;20101108;000000;27.58;27.738;26.521;26.7;4594700;0
Система ао;W;20101115;000000;26.87;27.06;26.3;26.45;2442300;0
Система ао;W;20101122;000000;26.561;26.589;26.12;26.203;3487600;0
Система ао;W;20101129;000000;26.942;26.942;25.475;26.599;10109600;0
Система ао;W;20101206;000000;26.506;26.69;25.758;26.089;6911300;0
Система ао;W;20101213;000000;26.1;26.219;25.591;25.685;6192400;0
Система ао;W;20101220;000000;25.7;27.19;25.55;26.71;11112700;0
Система ао;W;20101227;000000;26.799;27.27;26.225;27.249;3545300;0
Система ао;W;20110110;000000;27.358;28.395;27.101;27.7;5326800;0
Система ао;W;20110117;000000;27.035;29.494;27.035;29.477;15434900;0
Система ао;W;20110124;000000;29.422;29.5;28.3;28.3;7576800;0
Система ао;W;20110131;000000;28.236;29.75;27.677;29.58;10937100;0
Система ао;W;20110207;000000;29.634;29.949;27.6;28.09;8179900;0
Система ао;W;20110214;000000;28.289;30.46;28;29.751;12105800;0
Система ао;W;20110221;000000;29.898;30.1;28.6;29.5;6877400;0
Система ао;W;20110228;000000;29.551;32.11;29.021;31.55;28703300;0
Система ао;W;20110307;000000;31.55;32.199;30.999;31.615;14756100;0
Система ао;W;20110314;000000;31.13;33.37;30.834;33.202;39391600;0
Система ао;W;20110321;000000;33.29;35.403;33.29;35.299;21745600;0
Система ао;W;20110328;000000;35.4;35.499;33.552;35.009;10903000;0
Система ао;W;20110404;000000;35.038;36.482;34.198;35.05;7549700;0
Система ао;W;20110411;000000;35.207;35.249;31.67;32;9443600;0
Система ао;W;20110418;000000;32.307;34.001;30.664;33;11343200;0
Система ао;W;20110425;000000;33.19;33.449;31.201;31.75;3116500;0
Система ао;W;20110502;000000;31.75;31.75;29.255;30.5;2964800;0
Система ао;W;20110509;000000;30.475;31.099;29.5;29.702;1197600;0
Система ао;W;20110516;000000;29.696;32.397;29.17;30.301;3783400;0
Система ао;W;20110523;000000;29.954;31.697;28.999;31;5596400;0
Система ао;W;20110530;000000;31.416;32.003;29.9;30.178;4359400;0
Система ао;W;20110606;000000;29.906;30.195;29.25;29.499;3824500;0
Система ао;W;20110613;000000;29.977;31.345;29.506;31.2;5619600;0
Система ао;W;20110620;000000;30.05;31.222;29.838;29.916;5873200;0
Система ао;W;20110627;000000;29.845;40;29.656;33;14185200;0
Система ао;W;20110704;000000;33;34.2;31.592;32.235;6013600;0
Система ао;W;20110711;000000;32.196;32.8;31.494;31.714;3443100;0
Система ао;W;20110718;000000;32.5;33.2;31.23;32.2;7502100;0
Система ао;W;20110725;000000;32.03;33.693;31.52;32.85;8490900;0
Система ао;W;20110801;000000;33.3;33.758;30.03;31.3;10178500;0
Система ао;W;20110808;000000;30.055;30.83;22.315;26;28817500;0
Система ао;W;20110815;000000;26.1;28.543;25.2;25.8;34870300;0
Система ао;W;20110822;000000;25.573;26.758;24.5;24.815;8560500;0
Система ао;W;20110829;000000;25.518;26.666;24.552;26.1;14829400;0
Система ао;W;20110905;000000;25.764;26.576;20;26.05;9136600;0
Система ао;W;20110912;000000;25.708;27.7;25.45;26.663;12983300;0
Система ао;W;20110919;000000;26.407;27.499;22.15;23.531;20508800;0
Система ао;W;20110926;000000;23.6;23.645;20.01;20.574;29861400;0
Система ао;W;20111003;000000;20.2;23.39;19.5;22.402;33118500;0
Система ао;W;20111010;000000;22.677;26.85;22.1;25;13884100;0
Система ао;W;20111017;000000;25.57;25.663;23.22;23.95;8092000;0
Система ао;W;20111024;000000;24.245;25.398;23.216;24.3;10422300;0
Система ао;W;20111031;000000;24.4;24.4;22.658;23.213;6573800;0
Система ао;W;20111107;000000;23.487;23.895;22.154;23.74;4131200;0
Система ао;W;20111114;000000;24;24.085;22.81;22.923;5097600;0
Система ао;W;20111121;000000;22.87;24.224;21.7;24;14085400;0
Система ао;W;20111128;000000;24.204;27.3;24.05;26.504;7632600;0
Система ао;W;20111205;000000;26.031;28.999;23.151;24.361;6617300;0
Система ао;W;20111212;000000;24.985;25.313;23.11;24.22;4084300;0
Система ао;W;20111219;000000;24.169;24.791;23.4;23.402;1088600;0
Система ао;W;20111226;000000;23.74;23.8;22.43;23.31;2100500;0
Система ао;W;20120102;000000;23.301;24.638;23.3;24.4;1193000;0
Система ао;W;20120109;000000;24.124;25.676;24.061;25.243;6093600;0
Система ао;W;20120116;000000;24.875;26.503;24.683;25.546;3727000;0
Система ао;W;20120123;000000;25.445;28.425;25.23;26.7;6975600;0
Система ао;W;20120130;000000;26.35;26.999;25.223;26.298;9095200;0
Система ао;W;20120206;000000;26.726;26.998;25.21;25.517;8926900;0
Система ао;W;20120213;000000;25.747;27.5;25.539;26.9;10453300;0
Система ао;W;20120220;000000;27.19;28.4;26.2;28.3;9471500;0
Система ао;W;20120227;000000;28.4;28.928;27.53;27.9;9429500;0
Система ао;W;20120305;000000;28.189;28.21;26.705;28.062;3319000;0
Система ао;W;20120312;000000;28.015;29.99;27.227;29.5;14900600;0
Система ао;W;20120319;000000;29.45;29.783;27.2;27.261;4846400;0
Система ао;W;20120326;000000;27.677;28.199;25.42;25.777;6309300;0
Система ао;W;20120402;000000;25.999;26.519;25.223;25.499;7950400;0
Система ао;W;20120409;000000;25.508;25.747;24.608;25.44;5986100;0
Система ао;W;20120416;000000;25.15;26.25;25.125;25.912;7009900;0
Система ао;W;20120423;000000;25.907;25.933;23.55;24.5;13326900;0
Система ао;W;20120430;000000;24.739;24.965;23.1;23.35;2526400;0
Система ао;W;20120507;000000;23.35;24;22.817;23.62;2059400;0
Система ао;W;20120514;000000;23.5;23.5;20.941;21.999;4898600;0
Система ао;W;20120521;000000;22.027;23.471;21.5;22.799;4286500;0
Система ао;W;20120528;000000;23.3;24.99;22.489;22.6;7576300;0
Система ао;W;20120604;000000;22.511;24.94;22.483;24.65;5142900;0
Система ао;W;20120611;000000;24.9;25.6;24.6;24.627;3254600;0
Система ао;W;20120618;000000;25;25.23;23.7;24.42;2867000;0
Система ао;W;20120625;000000;24.399;24.95;23.615;24.89;4479400;0
Система ао;W;20120702;000000;24.65;25.448;23.95;24.002;4860100;0
Система ао;W;20120709;000000;24.148;27.099;23.51;24.91;8258600;0
Система ао;W;20120716;000000;24.89;26.17;24.329;25.2;7521900;0
Система ао;W;20120723;000000;25.12;26.5;23.8;25.8;6977700;0
Система ао;W;20120730;000000;26.022;27.73;25.89;27.1;8958300;0
Система ао;W;20120806;000000;27.004;27.478;26.191;26.38;6047500;0
Система ао;W;20120813;000000;26.5;27.299;25.75;26.088;4942300;0
Система ао;W;20120820;000000;26.069;26.891;25.15;25.31;5935000;0
Система ао;W;20120827;000000;25.535;26.343;25.103;26.154;6125100;0
Система ао;W;20120903;000000;26.004;28.03;26;27.995;6079800;0
Система ао;W;20120910;000000;27.716;28.469;26.945;27.075;8222000;0
Система ао;W;20120917;000000;27;27.33;24.255;26.399;11121500;0
Система ао;W;20120924;000000;25.104;26.73;24.212;24.35;7476100;0
Система ао;W;20121001;000000;23.825;25.299;23.825;25.063;6055200;0
Система ао;W;20121008;000000;25.035;25.127;23.37;23.6;10983200;0
Система ао;W;20121015;000000;23.387;25.426;23.387;25.177;8454400;0
Система ао;W;20121022;000000;25.289;25.4;22.9;22.999;5467100;0
Система ао;W;20121029;000000;23.236;23.87;23;23.122;8337000;0
Система ао;W;20121105;000000;23.153;23.29;21.686;22.006;11339500;0
Система ао;W;20121112;000000;21.952;22.643;21.452;22.53;6963100;0
Система ао;W;20121119;000000;22.689;25;22.261;24.25;8172200;0
Система ао;W;20121126;000000;24.39;25.483;23.61;24.69;5979500;0
Система ао;W;20121203;000000;24.937;25.486;24.314;25.18;7755200;0
Система ао;W;20121210;000000;25.18;25.9;24.74;24.799;5528300;0
Система ао;W;20121217;000000;24.799;25;23.61;24.4;9140600;0
Система ао;W;20121224;000000;24.594;25.678;24.201;25.49;6721500;0
Система ао;W;20130107;000000;25.623;26.3;24.82;24.82;4589800;0
Система ао;W;20130114;000000;24.921;25.85;24.601;25.705;5296200;0
Система ао;W;20130121;000000;25.673;25.801;25.069;25.601;4101200;0
Система ао;W;20130128;000000;25.601;26.87;25.26;26.503;9803600;0
Система ао;W;20130204;000000;26.46;26.68;25.6;26.158;5712800;0
Система ао;W;20130211;000000;26.158;27.165;26.1;26.7;8768300;0
Система ао;W;20130218;000000;26.488;26.526;24.82;25.753;9758500;0
Система ао;W;20130225;000000;25.753;26.75;25.015;26.3;6404800;0
Система ао;W;20130304;000000;26.399;26.9;25.852;26.85;4513300;0
Система ао;W;20130311;000000;26.888;27.35;26.52;27;8040900;0
Система ао;W;20130318;000000;26.856;27.062;25.801;26.297;5604600;0
Система ао;W;20130325;000000;26.297;26.439;25.111;25.6;4832700;0
Система ао;W;20130401;000000;25.47;26.8;25.4;25.783;6185800;0
Система ао;W;20130408;000000;25.854;26.685;25.1;25.8;4511700;0
Система ао;W;20130415;000000;25.807;26.72;24.35;25;3687600;0
Система ао;W;20130422;000000;24.894;26.138;23.01;26.1;5489300;0
Система ао;W;20130429;000000;25.979;26.715;25.261;26.52;2685800;0
Система ао;W;20130506;000000;26.695;27.88;26.424;27.6;4634600;0
Система ао;W;20130513;000000;27.446;28;26.213;27;7183000;0
Система ао;W;20130520;000000;27;27.6;26.111;27.1;5851800;0
Система ао;W;20130527;000000;26.915;27.39;26.36;26.8;19397300;0
Система ао;W;20130603;000000;26.626;27.389;26.626;27.3;10934500;0
Система ао;W;20130610;000000;27.348;27.4;25.854;26.289;7276600;0
Система ао;W;20130617;000000;26.174;27.699;25.534;27.038;11566200;0
Система ао;W;20130624;000000;26.909;29.759;26.698;28.159;12349300;0
Система ао;W;20130701;000000;28.129;29.2;27.537;28.442;4956300;0
Система ао;W;20130708;000000;28.584;29.099;28.3;28.8;7536100;0
Система ао;W;20130715;000000;28.8;29.4;27.31;27.601;7293300;0
Система ао;W;20130722;000000;27.623;28.999;27.199;28.698;14673900;0
Система ао;W;20130729;000000;28.6;30.54;28.048;30.35;19795300;0
Система ао;W;20130805;000000;30.296;31.218;29.568;30.85;4736100;0
Система ао;W;20130812;000000;30.99;32.4;30.215;30.31;8183900;0
Система ао;W;20130819;000000;30.31;31.197;29.223;30.891;5786300;0
Система ао;W;20130826;000000;30.89;31.18;29.735;30.288;7462600;0
Система ао;W;20130902;000000;30.415;31.797;29.652;31;6054900;0
Система ао;W;20130909;000000;31.099;33.595;31.002;31.6;7624200;0
Система ао;W;20130916;000000;31.798;32.948;31.411;32.696;13668300;0
Система ао;W;20130923;000000;32.797;34.445;31.981;33.95;18876500;0
Система ао;W;20130930;000000;33.84;35.6;33.79;35.466;16262000;0
Система ао;W;20131007;000000;35.094;36;34.71;35.5;10058500;0
Система ао;W;20131014;000000;35.5;36.595;31.015;35.601;13971300;0
Система ао;W;20131021;000000;35.7;36.2;34.2;35.072;12424900;0
Система ао;W;20131028;000000;35.179;37;34.666;36.8;17502400;0
Система ао;W;20131104;000000;37.011;38.399;36.752;37.138;12923600;0
Система ао;W;20131111;000000;37.597;38.788;37.25;38.749;11249100;0
Система ао;W;20131118;000000;38.757;39.57;38.363;39.299;12599600;0
Система ао;W;20131125;000000;39.449;39.93;38.615;39.15;11928700;0
Система ао;W;20131202;000000;39.142;39.895;37.532;39.541;19655900;0
Система ао;W;20131209;000000;39.933;42.691;39.001;40.7;21924500;0
Система ао;W;20131216;000000;40.955;45.589;40.523;44.049;30800400;0
Система ао;W;20131223;000000;44.724;48.5;44.388;45.009;8941600;0
Система ао;W;20131230;000000;45.032;46.3;44.21;44.8;1994100;0
Система ао;W;20140106;000000;45.72;47.998;43.115;45.6;11676700;0
Система ао;W;20140113;000000;45.896;46.301;43.4;45.5;23547000;0
Система ао;W;20140120;000000;45.175;49;40.415;44.75;24892600;0
Система ао;W;20140127;000000;43.275;43.275;38.719;41.56;30831600;0
Система ао;W;20140203;000000;41.58;43.751;40.467;43.75;14804100;0
Система ао;W;20140210;000000;43.751;43.972;41.62;43.16;13644500;0
Система ао;W;20140217;000000;42.909;43.648;38.4;40.571;20424800;0
Система ао;W;20140224;000000;40.694;41.604;39.1;41.001;15399100;0
Система ао;W;20140303;000000;39.135;39.3;33;35.5;40593200;0
Система ао;W;20140310;000000;35.373;35.797;28.95;30.55;35942000;0
Система ао;W;20140317;000000;31.266;37.15;30.424;34.87;37447300;0
Система ао;W;20140324;000000;34.387;36.996;34;35.455;23879900;0
Система ао;W;20140331;000000;35.46;39.094;35.05;39.094;33421000;0
Система ао;W;20140407;000000;39.551;43;37.052;39.35;17616100;0
Система ао;W;20140414;000000;38.583;41;36.381;39.45;9429200;0
Система ао;W;20140421;000000;39.828;39.9;36.356;37.3;15322300;0
Система ао;W;20140428;000000;36.8;37.635;35.041;37.2;18577600;0
Система ао;W;20140505;000000;37.397;39;35.902;38.1;10896400;0
Система ао;W;20140512;000000;37.816;39.3;36.51;39;25045300;0
Система ао;W;20140519;000000;38.425;43;38.425;41.7;35034800;0
Система ао;W;20140526;000000;41.35;43.6;40.257;43.39;20888700;0
Система ао;W;20140602;000000;43.403;44.29;42.021;44.29;25860700;0
Система ао;W;20140609;000000;44.364;45.749;43.751;45.3;20724300;0
Система ао;W;20140616;000000;45.913;47.049;44.514;46;36893500;0
Система ао;W;20140623;000000;46.091;47.332;44.137;46.2;27180900;0
Система ао;W;20140630;000000;46.199;46.897;44.541;46.6;21746300;0
Система ао;W;20140707;000000;46.697;48.729;45.003;47.1;34171800;0
Система ао;W;20140714;000000;47.1;47.474;38.95;39.841;66732000;0
Система ао;W;20140721;000000;39.62;40.737;36.03;37.35;64194100;0
Система ао;W;20140728;000000;36.713;39.429;35.827;38.4;38223700;0
Система ао;W;20140804;000000;38.343;39.696;36;39.615;25627100;0
Система ао;W;20140811;000000;39.83;43.53;39.498;43.3;26189900;0
Система ао;W;20140818;000000;43.551;44.63;40.83;41.561;16389400;0
Система ао;W;20140825;000000;40.819;43.225;37.012;37.719;23863400;0
Система ао;W;20140901;000000;37.883;37.998;34.376;34.734;47490100;0
Система ао;W;20140908;000000;34.734;35.757;34.43;35;30432400;0
Система ао;W;20140915;000000;35;36.6;20.29;22.95;255411300;0
Система ао;W;20140922;000000;22.51;24.05;16.221;17;143565300;0
Система ао;W;20140929;000000;16.55;17.3;11.768;15.2;224368500;0
Система ао;W;20141006;000000;15.3;16.73;13.02;13.3;124508600;0
Система ао;W;20141013;000000;13.46;15.26;12.62;14.45;76454000;0
Система ао;W;20141020;000000;14.54;14.72;12.41;12.5;58899300;0
Система ао;W;20141027;000000;12.6;16.75;12.6;15.95;120451200;0
Система ао;W;20141103;000000;15.85;15.9;11.69;13.9;37357100;0
Система ао;W;20141110;000000;13.67;14.9;13;13.25;81380500;0
Система ао;W;20141117;000000;13;13.33;12.47;13.1;37218000;0
Система ао;W;20141124;000000;13.05;13.5;12.57;12.86;35248000;0
Система ао;W;20141201;000000;12.8;12.91;8.74;8.99;105872600;0
Система ао;W;20141208;000000;9.05;9.29;6.12;6.32;178301900;0
Система ао;W;20141215;000000;6.34;18.54;5.02;13.82;466718600;0
Система ао;W;20141222;000000;14.75;15.88;9.98;11.8;172059200;0
Система ао;W;20141229;000000;11.8;11.9;10.75;11.4;28292200;0
Система ао;W;20150105;000000;11.17;13.25;11.15;12.61;58776800;0
Система ао;W;20150112;000000;12.5;12.93;11.75;12.43;56742700;0
Система ао;W;20150119;000000;12.77;14.6;12.26;13.62;108181800;0
Система ао;W;20150126;000000;13.5;13.58;11.95;13.33;100495800;0
Система ао;W;20150202;000000;13.59;17.04;13.21;16.5;222568400;0
Система ао;W;20150209;000000;16.62;19.18;16.3;18.85;207400100;0
Система ао;W;20150216;000000;19;21.24;17.55;18.28;162905800;0
Система ао;W;20150223;000000;17.5;18.33;16.92;18.32;71291800;0
Система ао;W;20150302;000000;18.3;18.45;16.7;16.9;62029200;0
Система ао;W;20150309;000000;16.71;16.79;14.55;14.83;97217900;0
Система ао;W;20150316;000000;14.8;17.2;14.28;16.6;164745000;0
Система ао;W;20150323;000000;16.84;17.8;16.33;17.3;86520300;0
Система ао;W;20150330;000000;17.21;18.02;17.08;17.65;71315000;0
Система ао;W;20150406;000000;17.75;17.83;16.1;16.72;70901300;0
Система ао;W;20150413;000000;16.71;17.5;16.15;17.15;69179700;0
Система ао;W;20150420;000000;17.01;17.06;15.53;16.06;61299900;0
Система ао;W;20150427;000000;16.09;16.42;15.78;15.96;38961800;0
Система ао;W;20150504;000000;15.99;16.5;15.9;16.31;25984000;0
Система ао;W;20150511;000000;16.32;16.95;16.12;16.78;35152100;0
Система ао;W;20150518;000000;16.83;17.16;16.7;17;49374400;0
Система ао;W;20150525;000000;17.34;17.34;16.6;16.9;31026900;0
Система ао;W;20150601;000000;16.89;17.74;16.61;17.67;71661600;0
Система ао;W;20150608;000000;17.68;18.09;17.55;17.92;47695300;0
Система ао;W;20150615;000000;18;18.6;17.9;17.9;47057500;0
Система ао;W;20150622;000000;17.99;19.94;17.76;19.9;79154900;0
Система ао;W;20150629;000000;19.7;20;19.01;19.53;37609300;0
Система ао;W;20150706;000000;19.32;19.5;17.3;19.02;75669200;0
Система ао;W;20150713;000000;19.07;19.92;18.8;19.77;42266100;0
Система ао;W;20150720;000000;19.8;20.73;19.59;20.07;46091900;0
Система ао;W;20150727;000000;19.8;21.09;19.24;21.09;60341900;0
Система ао;W;20150803;000000;21;21.4;20.5;21.13;29881000;0
Система ао;W;20150810;000000;21.16;21.28;20.2;20.57;22136100;0
Система ао;W;20150817;000000;20.43;20.89;19.12;19.12;37325200;0
Система ао;W;20150824;000000;18.95;20.17;18.02;19.95;46044300;0
Система ао;W;20150831;000000;19.85;20.14;19.39;19.61;38210600;0
Система ао;W;20150907;000000;19.51;20.05;19.42;19.58;22125400;0
Система ао;W;20150914;000000;19.61;19.71;18.1;18.1;65750600;0
Система ао;W;20150921;000000;18.22;18.92;18.2;18.66;36959900;0
Система ао;W;20150928;000000;18.58;18.85;17.43;17.64;36224300;0
Система ао;W;20151005;000000;17.79;18.64;17.53;18.55;40940600;0
Система ао;W;20151012;000000;18.5;19.12;18.33;18.47;36385000;0
Система ао;W;20151019;000000;18.54;18.69;17.61;17.73;38627100;0
Система ао;W;20151026;000000;17.65;18.15;17.54;17.66;27049700;0
Система ао;W;20151102;000000;17.76;18.295;17.635;17.715;42361700;0
Система ао;W;20151109;000000;17.8;17.8;16.005;16.1;42696400;0
Система ао;W;20151116;000000;16.15;17.695;15.975;17.335;54358300;0
Система ао;W;20151123;000000;17.44;17.99;17.305;17.63;38621700;0
Система ао;W;20151130;000000;17.57;18.47;17.45;17.72;29989600;0
Система ао;W;20151207;000000;17.84;17.85;16.75;17.125;32800900;0
Система ао;W;20151214;000000;17.05;18.3;16.825;17.05;42984100;0
Система ао;W;20151221;000000;17.22;18;17.18;17.59;22539500;0
Система ао;W;20151228;000000;17.59;17.76;17.275;17.65;10404700;0
Система ао;W;20160104;000000;17.65;18.2;17.25;18.095;12578500;0
Система ао;W;20160111;000000;17.55;18.73;17.11;17.61;89071800;0
Система ао;W;20160118;000000;17.505;17.995;16.905;17.99;51651200;0
Система ао;W;20160125;000000;17.99;18.1;17.2;17.74;39081000;0
Система ао;W;20160201;000000;17.765;17.92;17.42;17.545;36255400;0
Система ао;W;20160208;000000;17.635;17.68;17.25;17.57;20730900;0
Система ао;W;20160215;000000;17.69;17.93;17.4;17.655;30045000;0
Система ао;W;20160222;000000;17.75;17.95;17.47;17.525;23845700;0
Система ао;W;20160229;000000;17.555;18.335;17.325;18.185;45069900;0
Система ао;W;20160307;000000;18.26;18.91;18.14;18.6;36754900;0
Система ао;W;20160314;000000;18.615;18.78;17.55;17.73;54497000;0
Система ао;W;20160321;000000;17.65;17.725;17.235;17.575;53144800;0
Система ао;W;20160328;000000;17.69;17.79;17.3;17.475;42329600;0
Система ао;W;20160404;000000;17.4;17.53;16.93;17.15;36759500;0
Система ао;W;20160411;000000;17.1;19.29;17;19.125;99890700;0
Система ао;W;20160418;000000;18.65;19.66;18.585;19.21;69026100;0
Система ао;W;20160425;000000;19.36;19.78;19.09;19.45;47250800;0
Система ао;W;20160502;000000;17.7;19.48;17.7;19.25;21819700;0
Система ао;W;20160509;000000;19.055;19.55;18.755;19.495;28524600;0
Система ао;W;20160516;000000;19.55;20.7;19.55;20.58;47236600;0
Система ао;W;20160523;000000;20.68;21.335;20.315;20.85;30126600;0
Система ао;W;20160530;000000;20.78;21.09;20.25;20.83;36321700;0
Система ао;W;20160606;000000;20.895;22.795;20.71;22.6;49605700;0
Система ао;W;20160613;000000;22.3;22.5;20;20;40025500;0
Система ао;W;20160620;000000;20.495;21.39;20.03;20.055;22566300;0
Система ао;W;20160627;000000;20.16;21.48;19.605;21.35;31875700;0
Система ао;W;20160704;000000;21.4;21.92;20.75;20.985;22879700;0
Система ао;W;20160711;000000;21.03;21.765;21.015;21.32;28985800;0
Система ао;W;20160718;000000;21.68;22.07;21.06;21.945;16262800;0
Система ао;W;20160725;000000;21.9;23.595;21.6;23.055;27018400;0
Система ао;W;20160801;000000;23.08;23.725;22.64;23.3;17000700;0
Система ао;W;20160808;000000;23.47;23.48;22.7;23.275;14254800;0
Система ао;W;20160815;000000;23.29;23.375;22.145;22.27;18472000;0
Система ао;W;20160822;000000;22.27;23.135;21.82;23;12802800;0
Система ао;W;20160829;000000;22.985;23.175;21.89;22.11;18196700;0
Система ао;W;20160905;000000;22.16;22.9;21.13;21.2;25778800;0
Система ао;W;20160912;000000;21.14;21.55;19.82;20.16;32792300;0
Система ао;W;20160919;000000;20.16;21.35;19.9;20.805;44990500;0
Система ао;W;20160926;000000;20.805;20.88;20.135;20.31;25106600;0
Система ао;W;20161003;000000;20.3;20.87;20.185;20.345;20433500;0
Система ао;W;20161010;000000;20.485;20.95;20.02;20.51;35521400;0
Система ао;W;20161017;000000;20.57;20.87;20.09;20.125;25501300;0
Система ао;W;20161024;000000;20.215;20.63;19.335;19.43;29637100;0
Система ао;W;20161031;000000;19.535;19.975;19.115;19.835;28146200;0
Система ао;W;20161107;000000;19.88;20.05;18.755;19.445;37516900;0
Система ао;W;20161114;000000;19.33;19.69;19.025;19.67;21448400;0
Система ао;W;20161121;000000;19.68;20.91;19.475;20.555;27199500;0
Система ао;W;20161128;000000;20.515;22.05;20.5;22;32443300;0
Система ао;W;20161205;000000;22.09;23.585;21.925;23.15;31172100;0
Система ао;W;20161212;000000;23.15;23.325;21.76;22.47;44121300;0
Система ао;W;20161219;000000;22.6;23.095;22.175;22.53;22921000;0
Система ао;W;20161226;000000;22.485;23.37;22.15;23.17;10842100;0
Система ао;W;20170102;000000;23.215;23.84;22.825;23.5;17485500;0
Система ао;W;20170109;000000;23.49;24.4;22.68;24.4;96284400;0
Система ао;W;20170116;000000;24.495;25.21;23.565;25.125;63105100;0
Система ао;W;20170123;000000;25.19;25.25;24.315;24.745;33237000;0
Система ао;W;20170130;000000;24.84;24.925;23.53;24.19;34984600;0
Система ао;W;20170206;000000;24.38;24.455;23.36;23.8;34075200;0
Система ао;W;20170213;000000;23.85;23.975;22.37;22.515;37274700;0
Система ао;W;20170220;000000;22.52;23.19;22.005;22.035;22050000;0
Система ао;W;20170227;000000;22.135;23.085;20.6;21.795;44984600;0
Система ао;W;20170306;000000;21.875;22.645;20.62;20.965;36064800;0
Система ао;W;20170313;000000;21.015;22.585;20.9;22.315;37862200;0
Система ао;W;20170320;000000;22.12;22.4;21.395;22.3;24994500;0
Система ао;W;20170327;000000;22.1;23.195;21.815;22.23;31875000;0
Система ао;W;20170403;000000;22.23;23.235;22.02;22.35;32537600;0
Система ао;W;20170410;000000;22.2;22.35;20.75;20.76;33150100;0
Система ао;W;20170417;000000;20.985;21.575;20.615;20.955;26143300;0
Система ао;W;20170424;000000;21.1;22.22;20.935;21.35;29481200;0
Система ао;W;20170501;000000;21.545;22.55;13.555;14.495;498081800;0
Система ао;W;20170508;000000;15.945;17;12.78;13.33;334033300;0
Система ао;W;20170515;000000;13.1;13.575;12.63;13.2;153820700;0
Система ао;W;20170522;000000;13.25;13.6;11.255;12.295;117242900;0
Система ао;W;20170529;000000;12.21;13.925;11.87;13.505;150927500;0
Система ао;W;20170605;000000;13.64;14.415;12.51;12.85;122011800;0
Система ао;W;20170612;000000;12.8;12.915;11.84;12.49;56502000;0
Система ао;W;20170619;000000;12.55;15.365;12.36;14;221757600;0
Система ао;W;20170626;000000;13.5;13.69;10.7;12.13;143174000;0
Система ао;W;20170703;000000;12.24;12.945;12.12;12.4;59953300;0
Система ао;W;20170710;000000;12.4;12.655;11.855;11.91;83734700;0
