<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<OPENINT>
Система ао;W;20230417;000000;14.85;15.13;14.593;14.911;145308900;0
Система ао;W;20230424;000000;14.911;16.136;14.801;15.791;284486200;0
Система ао;W;20230501;000000;15.972;16.238;14.647;14.832;267595600;0
Система ао;W;20230508;000000;14.92;15.708;14.71;15.266;114617500;0
Система ао;W;20230515;000000;15.4;16.43;15.35;15.902;235210000;0
Система ао;W;20230522;000000;15.979;16.074;15.49;15.774;110536100;0
Система ао;W;20230529;000000;15.91;16.235;15.584;15.792;136444400;0
Система ао;W;20230605;000000;15.82;16.15;15.27;15.911;105010800;0
Система ао;W;20230612;000000;15.932;16.92;15.932;16.564;190637000;0
Система ао;W;20230619;000000;16.56;17.68;16.517;16.75;238316900;0
Система ао;W;20230626;000000;17.05;17.749;16.243;17.466;210857900;0
Система ао;W;20230703;000000;17.477;17.65;17.072;17.328;114389300;0
Система ао;W;20230710;000000;17.398;17.987;17.3;17.7;195766500;0
Система ао;W;20230717;000000;17.59;17.95;16.9;17.277;240619800;0
Система ао;W;20230724;000000;17.277;18.35;17.232;18.23;228971300;0
Система ао;W;20230731;000000;18.403;19.29;17.686;18.336;310191400;0
Система ао;W;20230807;000000;18.463;18.808;17.8;18.527;201544100;0
Система ао;W;20230814;000000;18.581;18.744;17.096;17.864;275356500;0
Система ао;W;20230821;000000;17.924;18.2;17.45;17.869;188093000;0
Система ао;W;20230828;000000;17.939;18.421;17.921;18.125;99855400;0
Транснф ап;W;20100111;000000;24428.5;25949.99;24050;25900;91713;0
Транснф ап;W;20100118;000000;25680.5;28246.7;25203.51;25699;135521;0
Транснф ап;W;20100125;000000;25255.05;25880;24551.12;25390;79748;0
Транснф ап;W;20100201;000000;25000;26890;23780;24237;75084;0
Транснф ап;W;20100208;000000;24112;24679;22750;22989.98;75122;0
Транснф ап;W;20100215;000000;22994.99;24959;22705;23837;63827;0
Транснф ап;W;20100222;000000;23805.5;23967;23007.84;23623.99;27856;0
Транснф ап;W;20100301;000000;23662;25698.99;23505.33;25285.17;75043;0
Транснф ап;W;20100308;000000;25267.5;25400;24347.01;24869.99;63083;0
Транснф ап;W;20100315;000000;24800;25999.99;24670;25529.99;75945;0
Транснф ап;W;20100322;000000;25270;30949;24904.76;30300;227071;0
Транснф ап;W;20100329;000000;30225;36500;28540.53;36000;293490;0
Транснф ап;W;20100405;000000;36092.5;40717;33700;37450;453044;0
Транснф ап;W;20100412;000000;38200;39241.69;33937.76;34000;275693;0
Транснф ап;W;20100419;000000;33200;33927;32100;32781;198993;0
Транснф ап;W;20100426;000000;33000;33819.13;30350.09;31826.01;189170;0
Транснф ап;W;20100503;000000;32000;33621.21;25111;25550;232105;0
Транснф ап;W;20100510;000000;26738;29800;25550.2;28100;261399;0
Транснф ап;W;20100517;000000;27300;29440.31;25555.55;26715;275389;0
Транснф ап;W;20100524;000000;26990;27495;24310.01;26050;209692;0
Транснф ап;W;20100531;000000;25918;28181.99;25750.01;27000;210993;0
Транснф ап;W;20100607;000000;26267.3;27020.01;25522.02;25839.99;149759;0
Транснф ап;W;20100614;000000;25950.5;26888;25812;26400;88305;0
Транснф ап;W;20100621;000000;26664.59;29700;26635;28444;337364;0
Транснф ап;W;20100628;000000;28642.56;29297.99;25500;26700;150547;0
Транснф ап;W;20100705;000000;26699.99;28406.5;26301.01;27851;129100;0
Транснф ап;W;20100712;000000;27736.79;29200.02;26811;27050.01;123171;0
Транснф ап;W;20100719;000000;26699.99;28200;26699.99;27752;72945;0
Транснф ап;W;20100726;000000;28200;34375;28156;34278;534568;0
Транснф ап;W;20100802;000000;34900;35777;31715;31749;253624;0
Транснф ап;W;20100809;000000;32000;32255.93;30010.05;30800;164286;0
Транснф ап;W;20100816;000000;31012.47;31955;29878.01;31650.04;169467;0
Транснф ап;W;20100823;000000;31833.48;34350;31230.2;33340;275119;0
Транснф ап;W;20100830;000000;33940;33985;32210;33049.99;174983;0
Транснф ап;W;20100906;000000;33321;34550;32248.38;34144;115687;0
Транснф ап;W;20100913;000000;34631;36170;33567.89;34200.01;221840;0
Транснф ап;W;20100920;000000;34708.89;35350;33502.23;34499;106439;0
Транснф ап;W;20100927;000000;34933.5;35098.86;32800;33920;123087;0
Транснф ап;W;20101004;000000;34077.5;35489;33510.51;34198.96;112663;0
Транснф ап;W;20101011;000000;34323.5;37688;34125;37097.87;195964;0
Транснф ап;W;20101018;000000;36019.49;38975;35170;36240.98;333022;0
Транснф ап;W;20101025;000000;36484.99;37951;36156.15;36835.2;132509;0
Транснф ап;W;20101101;000000;37100;37725;35933.47;36200;42324;0
Транснф ап;W;20101108;000000;36837;39700;35652.17;39195;255856;0
Транснф ап;W;20101115;000000;39925;40850;38650;39590;183285;0
Транснф ап;W;20101122;000000;39900;40711;39066.67;40650;81335;0
Транснф ап;W;20101129;000000;40810;41877;39730;41400;199451;0
Транснф ап;W;20101206;000000;41200.06;42300.02;40876;41352;68663;0
Транснф ап;W;20101213;000000;41772;41772;40900;41500;38616;0
Транснф ап;W;20101220;000000;41200.55;41698.62;39888.88;40080;33994;0
Транснф ап;W;20101227;000000;39842.1;40442;37190.61;37795;80325;0
Транснф ап;W;20110110;000000;38000;41068.75;37821.95;40130;73872;0
Транснф ап;W;20110117;000000;40130;40700;39100;39710;52609;0
Транснф ап;W;20110124;000000;39809.5;39900;38211.14;38396.09;46385;0
Транснф ап;W;20110131;000000;37506;40528.49;37506;39499.96;81263;0
Транснф ап;W;20110207;000000;39505;39599.7;37061.72;38800;64177;0
Транснф ап;W;20110214;000000;38900;39620.39;38162;38650;47872;0
Транснф ап;W;20110221;000000;38838.76;40000;38520.69;39950;76406;0
Транснф ап;W;20110228;000000;39999.99;41380;39801;40498;78861;0
Транснф ап;W;20110307;000000;40484;40960;39033;39650;29319;0
Транснф ап;W;20110314;000000;39499;40140;38230;38460;66004;0
Транснф ап;W;20110321;000000;39095;39650;38120;39505;49532;0
Транснф ап;W;20110328;000000;39502;42733;39276;42400;151596;0
Транснф ап;W;20110404;000000;42500;46644;42334;46120;182147;0
Транснф ап;W;20110411;000000;46428;46579;42364;43016;125766;0
Транснф ап;W;20110418;000000;43199;43444;39111;42516;111659;0
Транснф ап;W;20110425;000000;42500;42997;39780;40440;51375;0
Транснф ап;W;20110502;000000;40000;41050;37202;38960;62906;0
Транснф ап;W;20110509;000000;38700;40299;38156;39250;46520;0
Транснф ап;W;20110516;000000;38925;39990;38403;38403;52652;0
Транснф ап;W;20110523;000000;38004;39165;37011;38555;66873;0
Транснф ап;W;20110530;000000;38128;42988;38128;41800;117377;0
Транснф ап;W;20110606;000000;41775;43000;41155;42600;49337;0
Транснф ап;W;20110613;000000;42698;44500;42250;42787;52230;0
Транснф ап;W;20110620;000000;42344;42598;40253;40899;36725;0
Транснф ап;W;20110627;000000;40754;41440;39877;41102;55056;0
Транснф ап;W;20110704;000000;41294;43000;41001;42240;46105;0
Транснф ап;W;20110711;000000;41900;43639;40316;42400;43240;0
Транснф ап;W;20110718;000000;42538;43247;41124;43134;35410;0
Транснф ап;W;20110725;000000;42888;44950;42623;43917;57226;0
Транснф ап;W;20110801;000000;44441;44889;38100;39800;82579;0
Транснф ап;W;20110808;000000;39099;39383;31800;36299;136884;0
Транснф ап;W;20110815;000000;36900;39300;34906;35781;81826;0
Транснф ап;W;20110822;000000;35401;38390;34500;38253;90762;0
Транснф ап;W;20110829;000000;38689;40100;38205;38969;73309;0
Транснф ап;W;20110905;000000;38304;38888;36760;37452;80461;0
Транснф ап;W;20110912;000000;36995;38200;36050;36455;91975;0
Транснф ап;W;20110919;000000;36600;37175;29300;29854;87272;0
Транснф ап;W;20110926;000000;29000;33356;28126;32560;130310;0
Транснф ап;W;20111003;000000;31950;32308;28586;30406;91760;0
Транснф ап;W;20111010;000000;30701;32490;30355;30510;112238;0
Транснф ап;W;20111017;000000;30994;33300;30730;33240;142024;0
Транснф ап;W;20111024;000000;33440;40963;33305;39750;276732;0
Транснф ап;W;20111031;000000;39304;40040;37752;39877;81747;0
Транснф ап;W;20111107;000000;40006;40314;38305;39800;76570;0
Транснф ап;W;20111114;000000;40200;48865;39039;46358;224490;0
Транснф ап;W;20111121;000000;46050;50192;41405;50100;145609;0
Транснф ап;W;20111128;000000;50550;51700;48525;50652;117353;0
Транснф ап;W;20111205;000000;50714;51589;45888;46499;189353;0
Транснф ап;W;20111212;000000;46950;48986;45177;47900;96868;0
Транснф ап;W;20111219;000000;47212;49300;46000;46251;72884;0
Транснф ап;W;20111226;000000;46650;49949;46557;49600;50405;0
Транснф ап;W;20120102;000000;50249;51400;49500;50497;23357;0
Транснф ап;W;20120109;000000;50549;59500;50049;57300;189163;0
Транснф ап;W;20120116;000000;56803;59398;55851;57338;110957;0
Транснф ап;W;20120123;000000;57550;59355;57000;57602;143640;0
Транснф ап;W;20120130;000000;57242;58974;55905;56990;119000;0
Транснф ап;W;20120206;000000;57150;59268;56800;58600;86078;0
Транснф ап;W;20120213;000000;58904;59000;56490;57270;59622;0
Транснф ап;W;20120220;000000;57729;57729;50098;53517;75590;0
Транснф ап;W;20120227;000000;53675;55686;51414;51916;109806;0
Транснф ап;W;20120305;000000;52250;54200;49451;54150;101844;0
Транснф ап;W;20120312;000000;53750;58354;53750;57300;240299;0
Транснф ап;W;20120319;000000;57876;58070;53620;54888;63192;0
Транснф ап;W;20120326;000000;55250;58200;53121;57411;120155;0
Транснф ап;W;20120402;000000;57984;58000;54279;55700;65274;0
Транснф ап;W;20120409;000000;55544;60897;55000;60212;106748;0
Транснф ап;W;20120416;000000;60000;62500;58758;61900;82238;0
Транснф ап;W;20120423;000000;61717;62450;54770;55146;98520;0
Транснф ап;W;20120430;000000;55284;56998;52241;52800;48379;0
Транснф ап;W;20120507;000000;52750;52750;49000;50399;50176;0
Транснф ап;W;20120514;000000;50125;50490;41600;43100;126680;0
Транснф ап;W;20120521;000000;43393;44899;40125;43898;119146;0
Транснф ап;W;20120528;000000;44001;45444;42100;42680;67659;0
Транснф ап;W;20120604;000000;41726;45600;41502;45339;93930;0
Транснф ап;W;20120611;000000;45450;47000;44548;46123;53622;0
Транснф ап;W;20120618;000000;46525;47379;43525;44741;75279;0
Транснф ап;W;20120625;000000;44295;47600;43817;47000;61293;0
Транснф ап;W;20120702;000000;47202;53250;46510;48801;61326;0
Транснф ап;W;20120709;000000;48717;49343;47100;49100;46754;0
Транснф ап;W;20120716;000000;49250;51850;49250;50585;60345;0
Транснф ап;W;20120723;000000;50002;50590;47678;50589;46045;0
Транснф ап;W;20120730;000000;51250;52400;50510;51850;52058;0
Транснф ап;W;20120806;000000;52000;56308;51688;55507;58215;0
Транснф ап;W;20120813;000000;57135;57135;53601;54299;47190;0
Транснф ап;W;20120820;000000;54078;54699;52104;52880;36137;0
Транснф ап;W;20120827;000000;53313;53450;47280;52666;36356;0
Транснф ап;W;20120903;000000;52666;54480;51895;54300;50508;0
Транснф ап;W;20120910;000000;54300;58000;52756;57800;54604;0
Транснф ап;W;20120917;000000;57266;59709;54150;55079;98590;0
Транснф ап;W;20120924;000000;54511;58000;53466;57000;57942;0
Транснф ап;W;20121001;000000;57000;60300;56884;59700;69097;0
Транснф ап;W;20121008;000000;59566;60023;58100;59512;58504;0
Транснф ап;W;20121015;000000;59499;62260;58650;59925;55874;0
Транснф ап;W;20121022;000000;59608;61894;59056;61366;46199;0
Транснф ап;W;20121029;000000;60994;64000;60701;63999;44361;0
Транснф ап;W;20121105;000000;63909;65295;61800;62237;36152;0
Транснф ап;W;20121112;000000;62500;62899;53188;61900;59959;0
Транснф ап;W;20121119;000000;62494;64515;62171;63699;63070;0
Транснф ап;W;20121126;000000;63751;65941;62118;65500;43900;0
Транснф ап;W;20121203;000000;65500;67950;65086;67300;85714;0
Транснф ап;W;20121210;000000;67134;70050;67108;69600;49487;0
Транснф ап;W;20121217;000000;69695;69996;66550;67750;73136;0
Транснф ап;W;20121224;000000;67700;69873;64059;69015;66378;0
Транснф ап;W;20130107;000000;69250;70140;65700;66200;36991;0
Транснф ап;W;20130114;000000;66200;69666;66000;69666;37060;0
Транснф ап;W;20130121;000000;69666;70254;68010;69851;37346;0
Транснф ап;W;20130128;000000;70200;71675;68858;71280;53857;0
Транснф ап;W;20130204;000000;71416;72122;69700;69850;37499;0
Транснф ап;W;20130211;000000;69850;70800;67349;69400;40542;0
Транснф ап;W;20130218;000000;69407;70377;66650;67900;28322;0
Транснф ап;W;20130225;000000;68199;69900;67295;68801;35012;0
Транснф ап;W;20130304;000000;68775;70371;67686;70050;26871;0
Транснф ап;W;20130311;000000;70301;71052;68790;70500;38394;0
Транснф ап;W;20130318;000000;69847;69889;66198;66349;49496;0
Транснф ап;W;20130325;000000;66699;67301;64552;67193;50276;0
Транснф ап;W;20130401;000000;67185;67492;66150;67111;31037;0
Транснф ап;W;20130408;000000;67193;67989;64100;64700;29914;0
Транснф ап;W;20130415;000000;64600;65488;62439;63639;48291;0
Транснф ап;W;20130422;000000;63645;64450;61605;62429;32566;0
Транснф ап;W;20130429;000000;62413;62898;61200;62800;23249;0
Транснф ап;W;20130506;000000;62800;66700;62800;66077;29615;0
Транснф ап;W;20130513;000000;65991;67020;64388;66808;52962;0
Транснф ап;W;20130520;000000;66809;70370;66316;68720;52126;0
Транснф ап;W;20130527;000000;68795;78861;65891;67350;93096;0
Транснф ап;W;20130603;000000;67117;75475;66200;74609;60522;0
Транснф ап;W;20130610;000000;75005;75350;68195;72939;32343;0
Транснф ап;W;20130617;000000;72920;74567;70343;71996;32282;0
Транснф ап;W;20130624;000000;71138;73000;69950;71781;26037;0
Транснф ап;W;20130701;000000;72277;78380;72001;78171;30037;0
Транснф ап;W;20130708;000000;78325;79397;77060;78698;24095;0
Транснф ап;W;20130715;000000;78679;86306;78200;81301;32610;0
Транснф ап;W;20130722;000000;81712;83416;80488;81694;16604;0
Транснф ап;W;20130729;000000;81694;83888;77777;79025;29800;0
Транснф ап;W;20130805;000000;79023;80988;78159;78750;15778;0
Транснф ап;W;20130812;000000;78749;81698;77779;77993;16523;0
Транснф ап;W;20130819;000000;78199;78199;75402;76949;16814;0
Транснф ап;W;20130826;000000;76975;78000;74788;76501;16079;0
Транснф ап;W;20130902;000000;76145;82800;76142;80602;17610;0
Транснф ап;W;20130909;000000;80631;83200;80003;82000;19741;0
Транснф ап;W;20130916;000000;82590;83756;79515;82100;29675;0
Транснф ап;W;20130923;000000;82100;84986;81904;84455;26898;0
Транснф ап;W;20130930;000000;84350;85149;82880;83880;20546;0
Транснф ап;W;20131007;000000;83790;87050;83252;85450;22092;0
Транснф ап;W;20131014;000000;85500;86992;84001;86450;22035;0
Транснф ап;W;20131021;000000;85968;86959;81932;82311;24936;0
Транснф ап;W;20131028;000000;82411;83358;79860;82999;24580;0
Транснф ап;W;20131104;000000;82888;83650;81520;83498;10789;0
Транснф ап;W;20131111;000000;82689;84700;81699;82410;18228;0
Транснф ап;W;20131118;000000;82405;83750;82013;83504;16696;0
Транснф ап;W;20131125;000000;83530;85477;82657;84602;20963;0
Транснф ап;W;20131202;000000;84275;84996;83770;83851;21719;0
Транснф ап;W;20131209;000000;84374;85960;83350;85589;25538;0
Транснф ап;W;20131216;000000;85444;86900;84502;85300;16170;0
Транснф ап;W;20131223;000000;85295;87789;84374;85888;12868;0
Транснф ап;W;20131230;000000;85449;86539;84990;85900;2662;0
Транснф ап;W;20140106;000000;85102;86758;82251;83635;16858;0
Транснф ап;W;20140113;000000;83430;84456;82366;83731;18866;0
Транснф ап;W;20140120;000000;83505;85920;83403;85446;20302;0
Транснф ап;W;20140127;000000;85030;86056;79450;80182;52872;0
Транснф ап;W;20140203;000000;79896;81098;78200;78680;27121;0
Транснф ап;W;20140210;000000;79077;82284;78123;81703;29326;0
Транснф ап;W;20140217;000000;82099;82293;79670;80229;22308;0
Транснф ап;W;20140224;000000;80228;81299;79525;81190;25978;0
Транснф ап;W;20140303;000000;80000;80595;75100;77895;63230;0
Транснф ап;W;20140310;000000;77503;78594;72602;74100;42267;0
Транснф ап;W;20140317;000000;75995;75995;70555;72299;55004;0
Транснф ап;W;20140324;000000;72539;76476;72539;75650;34544;0
Транснф ап;W;20140331;000000;75625;77876;75462;77000;46982;0
Транснф ап;W;20140407;000000;76908;81245;76105;79540;33448;0
Транснф ап;W;20140414;000000;79520;82050;79217;81075;23218;0
Транснф ап;W;20140421;000000;81162;81396;76582;76582;19762;0
Транснф ап;W;20140428;000000;76599;80234;76599;79502;22478;0
Транснф ап;W;20140505;000000;79458;81700;78525;79865;15223;0
Транснф ап;W;20140512;000000;78898;84388;78898;83594;15232;0
Транснф ап;W;20140519;000000;83738;87444;82625;86960;16439;0
Транснф ап;W;20140526;000000;86999;87194;76766;79894;48995;0
Транснф ап;W;20140602;000000;79895;80719;76056;77870;19607;0
Транснф ап;W;20140609;000000;78100;78887;76372;76510;8710;0
Транснф ап;W;20140616;000000;76549;78990;75003;75124;30400;0
Транснф ап;W;20140623;000000;75491;77975;73400;74000;19630;0
Транснф ап;W;20140630;000000;73776;77100;73776;76525;21674;0
Транснф ап;W;20140707;000000;76675;77483;73190;74505;17258;0
Транснф ап;W;20140714;000000;74903;75888;71500;72990;21160;0
Транснф ап;W;20140721;000000;73001;75856;71821;73036;24469;0
Транснф ап;W;20140728;000000;73000;75000;72311;73580;20324;0
Транснф ап;W;20140804;000000;73602;76950;71625;76300;25147;0
Транснф ап;W;20140811;000000;76892;82466;76659;81780;30037;0
Транснф ап;W;20140818;000000;81523;83989;80924;82400;19279;0
Транснф ап;W;20140825;000000;82499;83200;79125;81499;14677;0
Транснф ап;W;20140901;000000;81302;87599;80892;86492;20076;0
Транснф ап;W;20140908;000000;86000;86895;82300;84369;14343;0
Транснф ап;W;20140915;000000;84198;86900;83400;86900;20733;0
Транснф ап;W;20140922;000000;85972;91500;84001;89000;16367;0
Транснф ап;W;20140929;000000;88995;89999;84250;85310;24938;0
Транснф ап;W;20141006;000000;85560;88700;85560;87200;16240;0
Транснф ап;W;20141013;000000;86710;88930;86710;88130;16225;0
Транснф ап;W;20141020;000000;88300;89490;86700;89480;14163;0
Транснф ап;W;20141027;000000;86650;95330;86650;93990;21854;0
Транснф ап;W;20141103;000000;93510;102590;91610;98100;25061;0
Транснф ап;W;20141110;000000;98980;102900;96280;102030;18840;0
Транснф ап;W;20141117;000000;101820;109800;101810;108500;27257;0
Транснф ап;W;20141124;000000;108290;120740;103150;119200;43936;0
Транснф ап;W;20141201;000000;119900;131040;118000;119200;30310;0
Транснф ап;W;20141208;000000;119200;122500;100200;106700;27070;0
Транснф ап;W;20141215;000000;107240;149770;104190;111000;48898;0
Транснф ап;W;20141222;000000;111010;131150;106110;118960;22132;0
Транснф ап;W;20141229;000000;118550;130000;117050;126000;6314;0
Транснф ап;W;20150105;000000;127990;148000;118810;120820;14591;0
Транснф ап;W;20150112;000000;119770;134880;118800;130980;21767;0
Транснф ап;W;20150119;000000;137460;137460;127020;131970;18721;0
Транснф ап;W;20150126;000000;133200;141900;122510;141900;28390;0
Транснф ап;W;20150202;000000;141900;145000;132540;141950;25600;0
Транснф ап;W;20150209;000000;141500;156530;133600;139990;27848;0
Транснф ап;W;20150216;000000;140000;148600;137010;146400;19940;0
Транснф ап;W;20150223;000000;144900;146290;133840;138000;14824;0
Транснф ап;W;20150302;000000;137510;141750;134100;135900;14087;0
Транснф ап;W;20150309;000000;135330;138270;129660;132620;12218;0
Транснф ап;W;20150316;000000;133000;135240;121640;124000;13689;0
Транснф ап;W;20150323;000000;125000;129460;121780;124180;11922;0
Транснф ап;W;20150330;000000;124500;134330;121690;129070;9433;0
Транснф ап;W;20150406;000000;136330;136330;117020;120490;14688;0
Транснф ап;W;20150413;000000;120530;125000;118150;118150;14409;0
Транснф ап;W;20150420;000000;118750;125300;115500;118990;11183;0
Транснф ап;W;20150427;000000;119100;122900;117050;121320;8767;0
Транснф ап;W;20150504;000000;121350;126910;119000;123570;6981;0
Транснф ап;W;20150511;000000;123280;127480;119510;124900;9034;0
Транснф ап;W;20150518;000000;123950;124840;117410;119430;6433;0
Транснф ап;W;20150525;000000;119370;129920;117380;123450;11325;0
Транснф ап;W;20150601;000000;123990;134920;122400;134890;9558;0
Транснф ап;W;20150608;000000;135000;142000;129030;130700;6396;0
Транснф ап;W;20150615;000000;130150;135330;126600;130650;9972;0
Транснф ап;W;20150622;000000;129750;131990;127660;129590;6444;0
Транснф ап;W;20150629;000000;128800;135300;128800;132000;9102;0
Транснф ап;W;20150706;000000;131200;134790;130910;130910;6213;0
Транснф ап;W;20150713;000000;131020;139900;131000;135500;8715;0
Транснф ап;W;20150720;000000;135010;135930;128450;132190;8529;0
Транснф ап;W;20150727;000000;132500;141770;131530;138100;11010;0
Транснф ап;W;20150803;000000;138600;145600;136100;144400;9261;0
Транснф ап;W;20150810;000000;144600;156400;141900;152800;14464;0
Транснф ап;W;20150817;000000;152800;164000;150200;161600;10187;0
Транснф ап;W;20150824;000000;159700;168200;153500;154000;17817;0
Транснф ап;W;20150831;000000;154800;160300;150000;150400;14487;0
Транснф ап;W;20150907;000000;152000;163500;151000;161000;9799;0
Транснф ап;W;20150914;000000;160500;163900;153800;154800;10782;0
Транснф ап;W;20150921;000000;155800;158500;148000;148000;14586;0
Транснф ап;W;20150928;000000;149200;150000;145000;146300;6775;0
Транснф ап;W;20151005;000000;147700;152800;145000;146500;14566;0
Транснф ап;W;20151012;000000;146700;148500;137400;145700;8852;0
Транснф ап;W;20151019;000000;146500;153600;146000;152800;7679;0
Транснф ап;W;20151026;000000;153200;153500;147000;148800;7915;0
Транснф ап;W;20151102;000000;148800;155500;147500;150000;5865;0
Транснф ап;W;20151109;000000;150300;155500;145500;145500;8153;0
Транснф ап;W;20151116;000000;145400;167100;144500;165000;12564;0
Транснф ап;W;20151123;000000;164000;174200;153200;153200;12751;0
Транснф ап;W;20151130;000000;153000;158800;150000;153200;11260;0
Транснф ап;W;20151207;000000;153900;157800;146800;149000;10283;0
Транснф ап;W;20151214;000000;147900;171400;146300;169900;23387;0
Транснф ап;W;20151221;000000;167800;176600;163500;176600;12268;0
Транснф ап;W;20151228;000000;176100;194500;175600;194000;9125;0
Транснф ап;W;20160104;000000;194700;200300;184000;199000;4479;0
Транснф ап;W;20160111;000000;195400;207800;194700;204500;13593;0
Транснф ап;W;20160118;000000;203700;235700;197400;197600;22908;0
Транснф ап;W;20160125;000000;196200;207700;185300;189200;15853;0
Транснф ап;W;20160201;000000;189900;194500;182100;182700;13026;0
Транснф ап;W;20160208;000000;182700;193900;181100;192700;10694;0
Транснф ап;W;20160215;000000;192200;201800;189800;198000;9763;0
Транснф ап;W;20160222;000000;199100;202900;190400;190700;6928;0
Транснф ап;W;20160229;000000;190500;196800;177000;187500;13202;0
Транснф ап;W;20160307;000000;186500;195500;185300;192700;9596;0
Транснф ап;W;20160314;000000;193100;193700;178600;178600;20998;0
Транснф ап;W;20160321;000000;179600;188100;177000;184500;9920;0
Транснф ап;W;20160328;000000;185200;187800;177700;181500;10061;0
Транснф ап;W;20160404;000000;181600;187900;180700;183700;8498;0
Транснф ап;W;20160411;000000;183000;185800;176900;181100;10459;0
Транснф ап;W;20160418;000000;180500;189800;174700;189700;12438;0
Транснф ап;W;20160425;000000;189400;205400;187600;200200;14094;0
Транснф ап;W;20160502;000000;198000;207800;198000;207200;7802;0
Транснф ап;W;20160509;000000;205800;226400;190300;198000;11849;0
Транснф ап;W;20160516;000000;198200;207300;176800;181000;16332;0
Транснф ап;W;20160523;000000;180500;180800;171100;175500;10523;0
Транснф ап;W;20160530;000000;175600;176400;160600;161500;11377;0
Транснф ап;W;20160606;000000;161000;174800;161000;165600;9812;0
Транснф ап;W;20160613;000000;168300;176000;165100;168000;15678;0
Транснф ап;W;20160620;000000;169900;170400;160700;163200;9840;0
Транснф ап;W;20160627;000000;161800;172000;161400;166500;6504;0
Транснф ап;W;20160704;000000;164700;167700;152500;155300;7477;0
Транснф ап;W;20160711;000000;156100;165000;153400;162300;8489;0
Транснф ап;W;20160718;000000;163400;163400;154100;156900;6367;0
Транснф ап;W;20160725;000000;157100;167000;155600;166500;7540;0
Транснф ап;W;20160801;000000;166100;167700;159000;163300;8001;0
Транснф ап;W;20160808;000000;163400;165300;159000;161000;5596;0
Транснф ап;W;20160815;000000;161400;164400;159400;160300;5178;0
Транснф ап;W;20160822;000000;159900;160900;156600;158200;5291;0
Транснф ап;W;20160829;000000;158200;159000;151500;152500;7854;0
Транснф ап;W;20160905;000000;152500;153500;147200;147800;6593;0
Транснф ап;W;20160912;000000;147700;155300;139800;143300;11339;0
Транснф ап;W;20160919;000000;144000;144200;136200;138700;10714;0
Транснф ап;W;20160926;000000;137200;140400;135100;135100;7618;0
Транснф ап;W;20161003;000000;134200;138500;132600;136200;9174;0
Транснф ап;W;20161010;000000;135200;148200;134800;142200;14490;0
Транснф ап;W;20161017;000000;142400;146300;138000;138300;6939;0
Транснф ап;W;20161024;000000;138800;167900;136600;158300;19625;0
Транснф ап;W;20161031;000000;157500;163750;149650;162700;12704;0
Транснф ап;W;20161107;000000;163500;171550;158600;158600;14218;0
Транснф ап;W;20161114;000000;159400;164400;153350;159000;10810;0
Транснф ап;W;20161121;000000;160500;167400;156700;167000;9121;0
Транснф ап;W;20161128;000000;166150;197400;166150;187200;22188;0
Транснф ап;W;20161205;000000;187700;206400;182650;204700;19767;0
Транснф ап;W;20161212;000000;209700;211150;188000;202250;26137;0
Транснф ап;W;20161219;000000;201450;204550;188500;195750;11401;0
Транснф ап;W;20161226;000000;196700;204450;194950;197950;6624;0
Транснф ап;W;20170102;000000;197700;208550;195200;202500;10727;0
Транснф ап;W;20170109;000000;201500;222000;201500;221450;13394;0
Транснф ап;W;20170116;000000;222000;225000;197150;203700;10609;0
Транснф ап;W;20170123;000000;203300;212650;192450;211200;12998;0
Транснф ап;W;20170130;000000;211750;212150;201150;203600;10038;0
Транснф ап;W;20170206;000000;203050;203100;182050;189100;13917;0
Транснф ап;W;20170213;000000;191350;194800;184000;188750;7756;0
Транснф ап;W;20170220;000000;189850;190000;177100;187000;11366;0
Транснф ап;W;20170227;000000;186500;187200;173800;175750;19196;0
Транснф ап;W;20170306;000000;174350;184400;170050;176700;18191;0
Транснф ап;W;20170313;000000;175500;183950;174100;183650;12476;0
Транснф ап;W;20170320;000000;183600;212850;180300;199150;17386;0
Транснф ап;W;20170327;000000;199000;199000;169800;173200;19461;0
Транснф ап;W;20170403;000000;173000;183850;171400;174000;16483;0
Транснф ап;W;20170410;000000;173600;175900;165550;171150;10619;0
Транснф ап;W;20170417;000000;172400;197350;168450;191500;17111;0
Транснф ап;W;20170424;000000;193500;202500;187500;192700;18034;0
Транснф ап;W;20170501;000000;193400;198900;188200;190500;8538;0
Транснф ап;W;20170508;000000;192000;199800;183250;189150;9002;0
Транснф ап;W;20170515;000000;189100;191500;167750;169700;23804;0
Транснф ап;W;20170522;000000;170700;173650;155550;160100;29292;0
Транснф ап;W;20170529;000000;160450;164400;151350;160000;113720;0
Транснф ап;W;20170605;000000;161900;162800;155250;159800;24235;0
Транснф ап;W;20170612;000000;159850;161000;155550;161000;25599;0
Транснф ап;W;20170619;000000;160500;161750;157250;160500;15351;0
Транснф ап;W;20170626;000000;159700;161500;158450;159500;9050;0
Транснф ап;W;20170703;000000;159000;165150;156150;163200;12451;0
Транснф ап;W;20170710;000000;164100;181000;163300;177750;25788;0
Транснф ап;W;20170717;000000;177950;181400;171600;177450;12261;0
Транснф ап;W;20170724;000000;177000;180750;175300;176850;10430;0
Транснф ап;W;20170731;000000;177350;180500;174750;176000;10172;0
Транснф ап;W;20170807;000000;176050;180450;175650;176100;7934;0
