,Price,lower,pred,upper,prob_of_growth,ticker
2020-01-20,-0.00972326103216159,-0.06678253763645706,-0.0026537194708579907,0.061475098694741076,0.4964526450893382,ЛУКОЙЛ
2020-01-27,-0.01049848942598186,-0.06395158848427904,8.172956292404939e-05,0.06411504761012712,0.5251708505888869,ЛУКОЙЛ
2020-02-03,-0.015266010228226823,-0.0617385472600829,0.0022397358183461006,0.0662180188967751,0.5513910574698129,ЛУКОЙЛ
2020-02-10,7.751337105643685e-05,-0.06135030628998442,0.0026285624013083785,0.06660743109260117,0.5609576500423865,ЛУКОЙЛ
2020-02-17,-0.00015501472639900538,-0.05960808999416251,0.00426628143365667,0.06814065286147586,0.5759429641204643,ЛУКОЙЛ
2020-02-24,-0.11635658914728686,-0.059537170017030745,0.004277207189102248,0.06809158439523524,0.5760957971259605,ЛУКОЙЛ
2020-03-02,-0.01886130362312488,-0.04909683365769835,0.015482973755372291,0.08006278116844293,0.7012094205371128,ЛУКОЙЛ
2020-03-09,-0.21065808297567956,-0.050690476851574975,0.013893604609063259,0.0784776860697015,0.6845161032475668,ЛУКОЙЛ
2020-03-16,0.013253285002265525,-0.05407902006900881,0.013107872544894865,0.08029476515879855,0.676272199195429,ЛУКОЙЛ
2020-03-23,-0.009502515371716092,-0.05472800063901696,0.012395817504229297,0.07951963564747556,0.6689060073178,ЛУКОЙЛ
2020-03-30,0.17483069977426635,-0.06401330943483566,0.0032265590711225926,0.07046642757708085,0.5374654576228168,ЛУКОЙЛ
2020-04-06,-0.014314535498126668,-0.06056516242244547,0.007823461215478372,0.07621208485340222,0.617166373827599,ЛУКОЙЛ
2020-04-13,-0.09941520467836262,-0.04986843984625823,0.01829735923599117,0.08646315831824057,0.724465071440206,ЛУКОЙЛ
2020-04-20,0.02716450216450217,-0.076149430355457,-0.007378859657644137,0.06139171104016873,0.41064766762487315,ЛУКОЙЛ
2020-04-27,0.01706880202296923,-0.05868496871918838,0.010164336070114324,0.07901364085941703,0.6370601073501334,ЛУКОЙЛ
2020-05-04,0.0011395421112607718,-0.059263303059640046,0.009525933890101018,0.07831517083984209,0.6319602786104123,ЛУКОЙЛ
2020-05-11,0.008795529801324475,-0.05975926282948779,0.008969513498685373,0.07769828982685853,0.6259634851190863,ЛУКОЙЛ
2020-05-18,0.09077854138886043,-0.060760817607915046,0.007904112774553173,0.0765690431570214,0.6142828405741932,ЛУКОЙЛ
2020-05-25,-0.014011660710927187,-0.06644615898867648,0.0025064249148911235,0.07145900881845874,0.5550720014768901,ЛУКОЙЛ
2020-06-01,0.0414878397711016,-0.06618818150215054,0.0027189507457910894,0.07162608299373273,0.5565777517531784,ЛУКОЙЛ
2020-06-08,-0.020146520146520186,-0.07201063379504749,-0.0030638408972501305,0.06588295200054722,0.4874917067613027,ЛУКОЙЛ
2020-06-15,0.020560747663551426,-0.06914730487127743,-0.00024754533906180863,0.06865221419315382,0.5187405697919422,ЛУКОЙЛ
2020-06-22,-0.025366300366300387,-0.06519999705530262,0.0036043610962025524,0.07240871924770771,0.5697992047815447,ЛУКОЙЛ
2020-06-29,0.017852109367659574,-0.06383995010214229,0.0049440221931856855,0.07372799448851365,0.5843807038660715,ЛУКОЙЛ
2020-07-06,-0.05880180928643963,-0.06463106009680976,0.0040979649495531505,0.07282698999591607,0.5751745507793925,ЛУКОЙЛ
2020-07-13,-0.02971753628874063,-0.06181916209468532,0.007053390797468133,0.07592594368962158,0.6067570829581422,ЛУКОЙЛ
2020-07-20,0.008187607399171126,-0.06119189934099152,0.0076883788627514615,0.07656865706649445,0.6103880283070212,ЛУКОЙЛ
2020-07-27,0.0201523962301986,-0.06225970424743896,0.0066008271418972735,0.07546135853123351,0.592575071654011,ЛУКОЙЛ
2020-08-03,9.82800982800569e-05,-0.06214650221933161,0.006610698316959254,0.07536789885325011,0.6016767321926206,ЛУКОЙЛ
2020-08-10,0.038620283018867996,-0.06366138168540411,0.005041120686802339,0.07374362305900878,0.5816672521834838,ЛУКОЙЛ
2020-08-17,-0.03633267101901794,-0.06408109308014914,0.004604842010990283,0.07329077710212972,0.5799951944663775,ЛУКОЙЛ
2020-08-24,-0.0020618556701030855,-0.06389390222423624,0.004818250881961489,0.07353040398815922,0.5782449949687413,ЛУКОЙЛ
2020-08-31,-0.0440771349862259,-0.06436603193921626,0.0043271688140467356,0.07302036956730974,0.5671630201875444,ЛУКОЙЛ
2020-09-07,-0.027274598600247058,-0.060815315325991534,0.007894006204960655,0.07660332773591284,0.6112510115373851,ЛУКОЙЛ
2020-09-14,-0.01026346418368429,-0.059517475796946294,0.009192485089240095,0.07790244597542648,0.6250728271369475,ЛУКОЙЛ
2020-09-21,-0.025016035920461865,-0.05960401139368935,0.009062577244689849,0.07772916588306905,0.623563743194784,ЛУКОЙЛ
2020-09-28,-0.03969298245614039,-0.05879185039078296,0.009871309129248806,0.07853446864928057,0.6318728355821357,ЛУКОЙЛ
2020-10-05,0.01655629139072845,-0.05741560874104355,0.011309561492336945,0.08003473172571744,0.6464490710939236,ЛУКОЙЛ
2020-10-12,-0.04459171065932832,-0.05964415787622715,0.009019880466750854,0.07768391880972886,0.622054312373839,ЛУКОЙЛ
2020-10-19,0.016929226428403554,-0.05817384323081894,0.010571829948293442,0.07931750312740582,0.6373850703452355,ЛУКОЙЛ
2020-10-26,-0.06358381502890176,-0.06047632002277467,0.008209283977878404,0.07689488797853147,0.6120592876438298,ЛУКОЙЛ
2020-11-02,0.08543209876543201,-0.05744192946803323,0.01130604256203086,0.08005401459209495,0.6219510680638112,ЛУКОЙЛ
2020-11-09,0.10987261146496818,-0.0737771327872553,-0.004824599392189588,0.06412793400287613,0.44026808332081474,ЛУКОЙЛ
2020-11-16,0.01424472227915552,-0.06797217556238204,0.0015813917153809829,0.071134958993144,0.542053561889118,ЛУКОЙЛ
2020-11-23,0.06294836819238148,-0.06713289478193452,0.0023668860939416204,0.07186666696981775,0.5518371812199971,ЛУКОЙЛ
2020-11-30,-0.026235741444866956,-0.06787711551063898,0.0017302877573465362,0.07133769102533204,0.5466584474359056,ЛУКОЙЛ
2020-12-07,0.05037094884810611,-0.06724159428180525,0.002339947713614398,0.07192148970903404,0.5526848095801756,ЛУКОЙЛ
2020-12-14,-0.044609665427509326,-0.06914212577231277,0.00041623239607288445,0.06997459056445854,0.5332213665155198,ЛУКОЙЛ
2020-12-21,-0.006614785992217875,-0.06380491974269036,0.005807080978027979,0.07541908169874632,0.5923230426350689,ЛУКОЙЛ
2020-12-28,0.012436349392871193,-0.07022051748865193,-0.000592923055843581,0.06903467137696478,0.488342168524602,ЛУКОЙЛ
2021-01-04,0.07486217235709458,-0.06618394128796015,0.0033186679083856115,0.07282127710473138,0.5649234234307507,ЛУКОЙЛ
2021-01-11,0.0597498425267704,-0.07150301058730521,-0.0017667805562329212,0.06796944947483938,0.4747604255533401,ЛУКОЙЛ
2021-01-18,-0.025133735246667288,-0.07255103447872174,-0.0027499668674562847,0.06705110074380918,0.4985488789674849,ЛУКОЙЛ
2021-01-25,-0.06332201027785034,-0.07036342814775923,-0.0005521890885235841,0.06925904997071206,0.5221557565233551,ЛУКОЙЛ
2021-02-01,0.0628603310396132,-0.0680191240098894,0.0019154194601239396,0.07184996293013728,0.5486100674562548,ЛУКОЙЛ
2021-02-08,0.007174103237095331,-0.07047013715602554,-0.0004183400500415279,0.06963345705594248,0.5233969161140978,ЛУКОЙЛ
2021-02-15,-0.021369006254343348,-0.07041437964353747,-0.000419950248776722,0.06957447914598403,0.5235259562439346,ЛУКОЙЛ
2021-02-22,-0.01020770459790521,-0.0693391577687043,0.0006152368794400576,0.0705696315275844,0.5347647468214869,ЛУКОЙЛ
2021-03-01,0.11846471168505057,-0.06738955045773297,0.0024603460806783568,0.07231024261908968,0.5558558813179022,ЛУКОЙЛ
2021-03-08,0.019243104554201418,-0.07374553307573448,-0.0032654023173623327,0.06721472844100981,0.4927245841642377,ЛУКОЙЛ
2021-03-15,-0.04373820012586538,-0.07397763626684688,-0.0035290340933784273,0.06691956808009002,0.4900660540693095,ЛУКОЙЛ
2021-03-22,0.03372820006581123,-0.07325115464418666,-0.002719990658107187,0.06781117332797229,0.4952389518255846,ЛУКОЙЛ
2021-03-29,-0.02777335667674674,-0.07328191398204394,-0.0027995548137371333,0.06768280435456968,0.49886297572971333,ЛУКОЙЛ
2021-04-05,-0.028730457559138944,-0.06953384234030416,0.000860959368121487,0.07125576107654713,0.539338996320901,ЛУКОЙЛ
2021-04-12,0.022416989718523572,-0.0682635751093483,0.0020845166855251564,0.07243260848039862,0.5522487848340799,ЛУКОЙЛ
2021-04-19,-0.019122980547312873,-0.07101566981088868,-0.0007101688313676758,0.06959533214815332,0.5215439502803783,ЛУКОЙЛ
2021-04-26,-0.02436974789915969,-0.06839116611159543,0.001871630972799613,0.07213442805719467,0.5500075119721254,ЛУКОЙЛ
2021-05-03,0.04875107665805345,-0.06704692436432379,0.0031863243650341534,0.07341957309439211,0.5642558933554215,ЛУКОЙЛ
2021-05-10,-0.006241787122207576,-0.0719421414573887,-0.0016719894677374794,0.06859816252191375,0.5108512115961797,ЛУКОЙЛ
2021-05-17,-0.0412396694214876,-0.07006938537681037,0.00020295182662018706,0.07047528903005074,0.5310000456760519,ЛУКОЙЛ
2021-05-24,0.02663563485906395,-0.06584797521573077,0.004393673634711888,0.07463532248515453,0.5775022506485981,ЛУКОЙЛ
2021-05-31,0.09336691855583545,-0.06905940733689932,0.0011982533406197167,0.07145591401813876,0.5418649206026203,ЛУКОЙЛ
2021-06-07,0.0011518967900476795,-0.07247063598864359,-0.0021957028174026958,0.0680792303538382,0.5017495968484071,ЛУКОЙЛ
2021-06-14,0.020633581345401497,-0.07370301221340199,-0.003508822151123489,0.06668536791115502,0.486684029324053,ЛУКОЙЛ
2021-06-21,0.0235983766721779,-0.07257213892447846,-0.0023694281943631083,0.06783328253575226,0.49848592704559186,ЛУКОЙЛ
2021-06-28,0.005726872246696102,-0.07399241079389286,-0.0037868131056332283,0.06641878458262641,0.48010402063482827,ЛУКОЙЛ
2021-07-05,-0.028325302963936316,-0.07285089655942971,-0.002718070227343942,0.06741475610474183,0.49198285998592345,ЛУКОЙЛ
2021-07-12,-0.04402704733283247,-0.06943829466943874,0.0007035346560272122,0.07084536398149316,0.5240803697462822,ЛУКОЙЛ
2021-07-19,0.011238604212511882,-0.06751802427086585,0.002568408554595716,0.07265484138005728,0.5514242952940454,ЛУКОЙЛ
2021-07-26,-0.02090619414004824,-0.06810383833545633,0.001965728281358001,0.07203529489817234,0.5440560652542228,ЛУКОЙЛ
2021-08-02,-0.010001587553579938,-0.0663285329235845,0.0037089556840048947,0.07374644429159428,0.5621280922534032,ЛУКОЙЛ
2021-08-09,0.03102950609364985,-0.06355086006311007,0.006455329796303979,0.07646151965571803,0.5888567731118776,ЛУКОЙЛ
2021-08-16,-0.013997978069834383,-0.0681092024945116,0.0021915069072904166,0.07249221630909244,0.5511523438859637,ЛУКОЙЛ
2021-08-23,0.014196703210032302,-0.07031596061742985,-0.0004416624707225059,0.06943263567598483,0.5222418959975113,ЛУКОЙЛ
2021-08-30,-0.015475542421650168,-0.06703907656802094,0.002779450085495661,0.07259797673901225,0.5581950388035212,ЛУКОЙЛ
2021-09-06,-0.004739336492891044,-0.06641671058446828,0.003412944562690856,0.07324259970984999,0.5564054546875036,ЛУКОЙЛ
2021-09-13,0.047698412698412795,-0.0639994161853803,0.0057750386807481555,0.0755494935468766,0.5825350704586965,ЛУКОЙЛ
2021-09-20,0.03401257480493891,-0.068531657642649,0.0012590022029876757,0.07104966204862435,0.5351322827169842,ЛУКОЙЛ
2021-09-27,0.023809523809523725,-0.06953866892281182,0.0002447369305583376,0.0700281427839285,0.5242527515577182,ЛУКОЙЛ
2021-10-04,0.033273703041144964,-0.07115605245203581,-0.0014290547955564735,0.06829794286092288,0.5059415439390523,ЛУКОЙЛ
2021-10-11,0.011980609418282606,-0.07136848770298002,-0.001622372712212787,0.06812374227855444,0.5028064611500294,ЛУКОЙЛ
2021-10-18,-0.014576062410182722,-0.07383252111959968,-0.004141016551776403,0.06555048801604688,0.4762401804773554,ЛУКОЙЛ
2021-10-25,0.010069444444444464,-0.07031872930638858,-0.0006835412058620945,0.06895164689466438,0.5214538692818503,ЛУКОЙЛ
2021-11-01,-0.010106565830182213,-0.07335922011497022,-0.003797760991106989,0.06576369813275625,0.48586975035692126,ЛУКОЙЛ
2021-11-08,-0.044589526323100426,-0.06985078650780953,2.790188652576544e-05,0.06990659028086106,0.5279222017781873,ЛУКОЙЛ
2021-11-15,-0.02457109624890952,-0.06674364286770211,0.0031620639573847146,0.07306777078247155,0.5627330492564502,ЛУКОЙЛ
2021-11-22,-0.049932925920405435,-0.06574116980114525,0.004120849564220756,0.07398286892958678,0.5738648359739368,ЛУКОЙЛ
2021-11-29,0.04165359272042668,-0.06209430741786833,0.007576831008602325,0.07724796943507298,0.6015503679124329,ЛУКОЙЛ
2021-12-06,-0.003012275020709443,-0.06462874546445299,0.0053342625373816585,0.07529727053921631,0.5855062016329082,ЛУКОЙЛ
2021-12-13,0.0076289749981115484,-0.06442831349890678,0.005486005461163775,0.07540032442123433,0.5866793819514284,ЛУКОЙЛ
2021-12-20,-0.05344827586206902,-0.0650126502415063,0.00484630168443557,0.07470525361037746,0.5796453317824115,ЛУКОЙЛ
2021-12-27,0.041102399619862284,-0.0649714282220005,0.004659711128071982,0.07429085047814446,0.5737649586106114,ЛУКОЙЛ
2022-01-03,0.019169329073482455,-0.0666371258925442,0.003239133243965603,0.0731153923804754,0.5657783413006378,ЛУКОЙЛ
2022-01-10,-0.005971040453799037,-0.06935322629860992,0.0002317043167077721,0.06981663493202546,0.5236332177184798,ЛУКОЙЛ
2022-01-17,-0.03589127496621114,-0.06163182861855798,0.007900847863255008,0.077433524345068,0.6082213834576059,ЛУКОЙЛ
2022-01-24,0.055295950155763274,-0.06705338837065303,0.0025057679383676144,0.07206492424738825,0.5494794094214218,ЛУКОЙЛ
2022-01-31,0.03468634686346861,-0.06728697814582571,0.0026212604797634783,0.07252949910535267,0.5547852215802617,ЛУКОЙЛ
2022-02-07,-0.043152639087018496,-0.0739019042152613,-0.004293653072299607,0.06531459807066209,0.47319267200389725,ЛУКОЙЛ
2022-02-14,-0.03742079761461048,-0.061992545592235264,0.007644872891512855,0.07728229137526098,0.6037605054737754,ЛУКОЙЛ
2022-02-21,-0.23875164562843643,-0.06558186833298804,0.004298178680321589,0.07417822569363122,0.5776985932454828,ЛУКОЙЛ
2022-03-21,0.05920651068158689,-0.06467066035645956,0.007683543150607543,0.08003774665767464,0.6156894673087785,ЛУКОЙЛ
2022-03-28,0.07587399154821362,-0.057255925672725916,0.015207102076459447,0.08767012982564482,0.6797745087616255,ЛУКОЙЛ
2022-04-04,-0.06686306016782717,-0.06299188059591643,0.009496447085462045,0.08198477476684052,0.6277443815906446,ЛУКОЙЛ
2022-04-11,-0.06380943269874673,-0.059267944851429645,0.01336101272906593,0.0859899703095615,0.6663643894365298,ЛУКОЙЛ
2022-04-18,-0.21765787860208463,-0.057647643792169814,0.015271388108706301,0.08819042000958242,0.6785820355869303,ЛУКОЙЛ
2022-04-25,0.22766457680250785,-0.05296137388158653,0.02188388129345069,0.09672913646848791,0.7133052129804738,ЛУКОЙЛ
2022-05-02,-0.013618470050005271,-0.07516809427293103,0.001196984422536762,0.07756206311800456,0.5057457511705291,ЛУКОЙЛ
2022-05-09,-0.055118110236220486,-0.06149671157424216,0.014816118217230998,0.09112894800870416,0.6422232911757846,ЛУКОЙЛ
2022-05-16,-0.02305936073059356,-0.08853256276600593,-0.012106969692404941,0.06431862338119607,0.37222950264994437,ЛУКОЙЛ
2022-05-23,0.0025706940874035134,-0.06596841539725641,0.01040393875069367,0.08677629289864376,0.5993215351594511,ЛУКОЙЛ
2022-05-30,-0.07214452214452216,-0.06678583964516617,0.00953165786968593,0.08584915538453804,0.5907485825857048,ЛУКОЙЛ
2022-06-06,-0.02072603944228113,-0.06473051504436839,0.011789923967710616,0.08831036297978961,0.6132652687524648,ЛУКОЙЛ
2022-06-13,0.0728578758337608,-0.06719087795536588,0.009310115869926257,0.08581110969521841,0.588955252806979,ЛУКОЙЛ
2022-06-20,-0.019607843137254943,-0.07292967175489726,0.0036661415841704376,0.08026195492323812,0.5315491149703772,ЛУКОЙЛ
2022-06-27,-0.03804878048780491,-0.0754526290535247,0.0011033578072285445,0.0776593446679818,0.5055195877772589,ЛУКОЙЛ
2022-07-04,-0.008367139959432057,-0.07511840871243834,0.0014388483418162463,0.07799610539607084,0.5090716571583825,ЛУКОЙЛ
2022-07-11,-0.05164919457939143,-0.06844128503749741,0.008061984396332753,0.08456525383016292,0.5763280788483693,ЛУКОЙЛ
2022-07-18,-0.00566190347802642,-0.06503663073287658,0.011544726337982007,0.0881260834088406,0.6111125089926561,ЛУКОЙЛ
2022-07-25,0.051247288503253774,-0.06904379525724272,0.0074921621781696476,0.084028119613582,0.5709682193689352,ЛУКОЙЛ
2022-08-01,-0.050941449574413156,-0.07403636094143856,0.0025110622742717595,0.0790584854899821,0.5202074534392698,ЛУКОЙЛ
2022-08-08,0.07093355075417862,-0.07231999987324898,0.00427797583262097,0.08087595153849093,0.5383923948061411,ЛУКОЙЛ
2022-08-15,0.00799390940236,-0.08214827086739167,-0.005439363952429297,0.07126954296253309,0.4393203797920384,ЛУКОЙЛ
2022-08-22,0.03600201409869075,-0.0757625519554421,0.000894752368930041,0.07755205669330217,0.5036340397402208,ЛУКОЙЛ
2022-08-29,0.11664641555285549,-0.08438416678071851,-0.007739573486810087,0.06890501980709833,0.4160787729721955,ЛУКОЙЛ
2022-09-05,-0.027203482045701888,-0.08885817636261523,-0.011690241469506675,0.06547769342360188,0.3779121510466573,ЛУКОЙЛ
2022-09-12,0.010961968680089473,-0.08258775504127554,-0.005464812273670738,0.07165813049393406,0.4392156807024928,ЛУКОЙЛ
2022-09-19,-0.12624474441248068,-0.08251422262597702,-0.005439998107027435,0.07163422641192216,0.43943285188677933,ЛУКОЙЛ
2022-09-26,0.004178802076737931,-0.06037161601173656,0.017183804421279952,0.09473922485429646,0.6629773805913615,ЛУКОЙЛ
2022-10-03,-0.022698612862547263,-0.06817473207051714,0.00933328696011323,0.0868413059907436,0.5880501471089659,ЛУКОЙЛ
2022-10-10,0.06812903225806455,-0.061572641895034176,0.01591566397672505,0.09340396984848429,0.651566833182885,ЛУКОЙЛ
2022-10-17,0.07103165015704271,-0.0807082706027667,-0.00318131378258696,0.07434564303759278,0.46240630075780403,ЛУКОЙЛ
2022-10-24,0.060342882923528185,-0.08389379690528459,-0.006222587709427787,0.07144862148642903,0.43197169935575297,ЛУКОЙЛ
2022-10-31,-0.002872034889905284,-0.09127557983443034,-0.013501674942714467,0.0642722299490014,0.3614387855870522,ЛУКОЙЛ
2022-11-07,-0.0036270535523789116,-0.0849700825163687,-0.007246715879721467,0.07047665075692577,0.42189588622547225,ЛУКОЙЛ
2022-11-14,-0.010064239828693755,-0.08009680106985156,-0.0024323672991423758,0.0752320664715668,0.46983790522790453,ЛУКОЙЛ
2022-11-21,0.00995024875621886,-0.07334467886717642,0.004265190571033065,0.08187506000924256,0.5372497187224564,ЛУКОЙЛ
2022-11-28,-0.019597344185050325,-0.07466213336143646,0.0028868182607692198,0.0804357698829749,0.52341357358349,ЛУКОЙЛ
2022-12-05,0.001201529219005959,-0.07247975545947236,0.005035248349876254,0.08255025215922487,0.5450739599290738,ЛУКОЙЛ
2022-12-12,-0.0006545930613135464,-0.07457725304128777,0.002875314328410884,0.08032788169810955,0.5234027559317274,ЛУКОЙЛ
2022-12-19,-0.12434497816593881,-0.07268554745459715,0.004709883223811294,0.08210531390221973,0.5419021129036382,ЛУКОЙЛ
2022-12-26,0.014711382620620883,-0.06415149689062709,0.013802328711584225,0.09175615431379554,0.6309031176217473,ЛУКОЙЛ
2023-01-02,0.004791743457427167,-0.06957662777011649,0.008322899332751151,0.0862224264356188,0.5779254276516885,ЛУКОЙЛ
2023-01-09,-0.003668378576669129,-0.06483458721629684,0.013001196948623513,0.09083698111354388,0.6234742393732562,ЛУКОЙЛ
2023-01-16,-0.031909671084928815,-0.0764859438363771,0.0013003218005286183,0.07908658743743434,0.5080353967601707,ЛУКОЙЛ
2023-01-23,-0.0068458417849898145,-0.0725783358923831,0.005192988316918558,0.08296431252622022,0.5471810995151383,ЛУКОЙЛ
2023-01-30,-0.0024253255042123723,-0.0724660198527184,0.005252828393831015,0.08297167664038042,0.5478543177291793,ЛУКОЙЛ
2023-02-06,0.003582853486884252,-0.07161953572212935,0.006042455656622069,0.08370444703537348,0.5558034179025563,ЛУКОЙЛ
2023-02-13,-0.02078286370011473,-0.07465694029013194,0.002947303708695953,0.08055154770752383,0.5248394866791215,ЛУКОЙЛ
2023-02-20,0.015885416666666652,-0.07320138948498049,0.0043670492725629015,0.0819354880301063,0.5391852792006832,ЛУКОЙЛ
2023-02-27,0.033196616252243016,-0.07564124287830017,0.0018750073924909021,0.07939125766328196,0.5140990929089829,ЛУКОЙЛ
2023-03-06,0.013521895546458218,-0.07694893316085982,0.0005489543518827451,0.07804684186462532,0.5005980534474187,ЛУКОЙЛ
2023-03-13,0.0064871481028152544,-0.07946564982467276,-0.002018634409102083,0.0754283810064686,0.4746611676115006,ЛУКОЙЛ
2023-03-20,0.023105922412744784,-0.07922976804804313,-0.001837020973853382,0.07555572610033637,0.47646380429579294,ЛУКОЙЛ
2023-03-27,0.03470818970640677,-0.07842089544619664,-0.0010622897590618742,0.07629631592807289,0.48422900675301217,ЛУКОЙЛ
2023-04-03,0.06536473291211942,-0.07966167763269895,-0.0023134464614394806,0.07503478470981999,0.47152411163168206,ЛУКОЙЛ
2023-04-10,-0.00409747681690753,-0.08434627915853882,-0.0068909189946039,0.07056444116933103,0.4256607732218412,ЛУКОЙЛ
2023-04-17,0.024144651364226943,-0.0810179493994747,-0.0036170493644312614,0.07378385067061217,0.4583292809947146,ЛУКОЙЛ
2023-04-24,-0.011629136272333196,-0.08229010268744695,-0.0049180269330019065,0.07245404882144314,0.4452477467842402,ЛУКОЙЛ
2023-05-01,-0.03540485613434596,-0.07442125851567584,0.0028921253041327534,0.08020550912394135,0.5240518494945838,ЛУКОЙЛ
2023-05-08,0.06875138611665554,-0.07310908829988992,0.004205890000898448,0.08152086830168682,0.5373916861723473,ЛУКОЙЛ
2023-05-15,0.05384934633741434,-0.07768774847316622,-0.0002802829804740862,0.07712718251221805,0.49183357008787615,ЛУКОЙЛ
2023-05-22,0.04292606084473771,-0.07986910008540772,-0.0024141517251390606,0.0750407966351296,0.4701864923751377,ЛУКОЙЛ
2023-05-29,0.016331539696025743,-0.08716518917883646,-0.009694612279319167,0.06777596462019812,0.3977942997982635,ЛУКОЙЛ
2023-06-05,-0.056845625116106246,-0.0828065110850926,-0.0053660915511611704,0.07207432798277025,0.4405773321739077,ЛУКОЙЛ
2023-06-12,0.03614339176679149,-0.07464739060296861,0.0028321379336440867,0.0803116664702568,0.5231452513182979,ЛУКОЙЛ
2023-06-19,-0.043817127649462995,-0.0759450432465235,0.0015139841575953653,0.07897301156171423,0.5097326764765354,ЛУКОЙЛ
2023-06-26,0.009741550695824941,-0.06752226522202756,0.009958397769799709,0.08743906076162697,0.5942254375541283,ЛУКОЙЛ
2023-07-03,0.07097853908249663,-0.0764244163772938,0.0009967967218392304,0.07841800982097227,0.5046808261970831,ЛУКОЙЛ
2023-07-10,0.013696111774979425,-0.077239740215884,0.00030189719020931854,0.07784353459630264,0.4974341836485195,ЛУКОЙЛ
2023-07-17,-0.0016322089227420733,-0.08035321944807214,-0.0028608449718019527,0.07463152950446822,0.46553670744178854,ЛУКОЙЛ
2023-07-24,0.07102633969118988,-0.08134423639681972,-0.003906863954657519,0.07353050848750468,0.4550073192922151,ЛУКОЙЛ
2023-07-31,0.0351085481682496,-0.08152352147927908,-0.0039448684073850274,0.07363378466450901,0.45465059119926293,ЛУКОЙЛ
2023-08-07,0.029739472390627464,-0.08092338825716752,-0.0033466292102845067,0.07423012983659852,0.46062099277966256,ЛУКОЙЛ
